CHR,START,END,ENTREZ,r01_100kb_count,r03_100kb_count,r05_100kb_count,all_SNPs_100kb,r01_10kb_count,r03_10kb_count,r05_10kb_count,all_SNPs_10kb,GENE_SIZE,ratio_r01_100kb,ratio_r03_100kb,ratio_r05_100kb,ratio_allSNPs_100kb,ratio_r01_10kb,ratio_r03_10kb,ratio_r05_10kb,ratio_all_SNPs_10kb
chr12,54762917,54785082,25946,11,27,38,408,1,6,8,63,22165,0.00%,0.01%,0.02%,0.18%,0.00%,0.01%,0.02%,0.15%
chr5,140011313,140013286,929,10,23,34,543,1,2,5,86,1973,0.00%,0.01%,0.02%,0.27%,0.00%,0.01%,0.02%,0.39%
chr15,65385338,65407535,390595,11,19,27,587,1,1,1,98,22197,0.00%,0.01%,0.01%,0.26%,0.00%,0.00%,0.00%,0.23%
chr1,46726868,46769280,10489,12,27,43,661,1,6,9,106,42412,0.00%,0.01%,0.02%,0.27%,0.00%,0.01%,0.01%,0.17%
chr4,30722037,31148422,5099,31,104,152,2386,20,66,94,1551,426385,0.00%,0.02%,0.02%,0.38%,0.00%,0.01%,0.02%,0.35%
chr10,76993727,76995788,118881,10,20,48,548,1,2,5,66,2061,0.00%,0.01%,0.02%,0.27%,0.00%,0.01%,0.02%,0.30%
chr11,65769550,65771620,8815,10,17,28,569,1,3,4,88,2070,0.00%,0.01%,0.01%,0.28%,0.00%,0.01%,0.02%,0.40%
chr15,41164412,41166487,171177,10,23,30,599,1,1,2,69,2075,0.00%,0.01%,0.01%,0.30%,0.00%,0.00%,0.01%,0.31%
chr9,131707809,131709898,22845,10,20,28,428,0,1,1,39,2089,0.00%,0.01%,0.01%,0.21%,0.00%,0.00%,0.00%,0.18%
chr5,172483355,172566291,153222,14,38,58,967,5,16,20,305,82936,0.00%,0.01%,0.02%,0.34%,0.00%,0.02%,0.02%,0.30%
chr16,71879899,71962913,9798,14,42,97,965,3,10,29,281,83014,0.00%,0.01%,0.03%,0.34%,0.00%,0.01%,0.03%,0.27%
chr9,34661877,34664045,10850,10,23,35,607,3,2,2,61,2168,0.00%,0.01%,0.02%,0.30%,0.01%,0.01%,0.01%,0.28%
chr11,116706467,116708666,335,10,38,64,748,1,4,7,111,2199,0.00%,0.02%,0.03%,0.37%,0.00%,0.02%,0.03%,0.50%
chr11,72547790,72853306,9873,25,55,86,1057,4,18,32,578,305516,0.00%,0.01%,0.02%,0.21%,0.00%,0.01%,0.01%,0.18%
chr11,61276272,61278482,390205,10,13,24,510,3,3,5,91,2210,0.00%,0.01%,0.01%,0.25%,0.01%,0.01%,0.02%,0.41%
chr2,26256976,26360323,10890,15,32,55,879,5,9,15,340,103347,0.00%,0.01%,0.02%,0.29%,0.00%,0.01%,0.01%,0.28%
chr6,41755400,41757636,100188893,10,31,52,596,0,2,5,75,2236,0.00%,0.02%,0.03%,0.29%,0.00%,0.01%,0.02%,0.34%
chr1,209955661,209957904,148304,10,26,40,701,1,3,5,65,2243,0.00%,0.01%,0.02%,0.35%,0.00%,0.01%,0.02%,0.29%
chr6,84833960,84937353,22832,15,32,46,749,4,10,18,296,103393,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.01%,0.24%
chr4,39184024,39287430,57728,15,34,46,761,6,14,19,289,103406,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.23%
chr4,100869243,100871545,3015,10,24,34,501,2,2,4,60,2302,0.00%,0.01%,0.02%,0.25%,0.01%,0.01%,0.02%,0.27%
chr3,138722804,138725110,729627,10,19,27,527,1,2,3,53,2306,0.00%,0.01%,0.01%,0.26%,0.00%,0.01%,0.01%,0.24%
chr2,182401403,182545392,375298,17,48,76,1203,8,23,37,523,143989,0.00%,0.01%,0.02%,0.35%,0.00%,0.01%,0.02%,0.32%
chr14,70078313,70181859,9766,15,29,37,721,3,6,8,261,103546,0.00%,0.01%,0.01%,0.24%,0.00%,0.00%,0.01%,0.21%
chr2,101624079,101869328,11138,22,77,144,1541,12,39,88,966,245249,0.00%,0.02%,0.03%,0.35%,0.00%,0.01%,0.03%,0.36%
chr1,42619092,42621495,2981,10,31,41,550,2,7,10,65,2403,0.00%,0.02%,0.02%,0.27%,0.01%,0.03%,0.04%,0.29%
chr13,37677398,37679803,122011,10,23,28,644,2,6,6,104,2405,0.00%,0.01%,0.01%,0.32%,0.01%,0.03%,0.03%,0.46%
chr1,151372010,151374420,5692,10,21,30,427,2,2,2,43,2410,0.00%,0.01%,0.01%,0.21%,0.01%,0.01%,0.01%,0.19%
chr17,67074843,67138029,23460,13,30,46,702,5,10,17,210,63186,0.00%,0.01%,0.02%,0.27%,0.01%,0.01%,0.02%,0.25%
chr12,56862301,56864763,283377,10,30,42,516,1,3,3,47,2462,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.01%,0.21%
chr1,38272651,38275126,127687,10,26,50,653,1,1,2,40,2475,0.00%,0.01%,0.02%,0.32%,0.00%,0.00%,0.01%,0.18%
chr3,109012635,109035364,151871,11,33,60,885,3,9,16,220,22729,0.00%,0.01%,0.03%,0.40%,0.01%,0.02%,0.04%,0.51%
chr2,219824377,219826876,8941,10,17,22,413,2,1,2,61,2499,0.00%,0.01%,0.01%,0.20%,0.01%,0.00%,0.01%,0.27%
chr5,176728199,176730745,53917,10,20,32,490,1,3,4,60,2546,0.00%,0.01%,0.02%,0.24%,0.00%,0.01%,0.02%,0.27%
chr12,49159975,49182820,112,11,37,49,643,3,9,10,99,22845,0.00%,0.02%,0.02%,0.29%,0.01%,0.02%,0.02%,0.23%
chr20,43514317,43537173,7529,11,25,41,588,1,3,4,113,22856,0.00%,0.01%,0.02%,0.26%,0.00%,0.01%,0.01%,0.26%
chr7,20823906,20826505,221833,10,48,73,633,1,4,6,39,2599,0.00%,0.02%,0.04%,0.31%,0.00%,0.02%,0.03%,0.17%
chr11,116691419,116694022,337,10,39,65,760,3,5,7,107,2603,0.00%,0.02%,0.03%,0.38%,0.01%,0.02%,0.03%,0.47%
chr2,119913819,119916465,165257,10,34,54,948,0,1,4,79,2646,0.00%,0.02%,0.03%,0.47%,0.00%,0.00%,0.02%,0.35%
chr7,141408153,141431071,494551,11,23,28,549,3,5,8,93,22918,0.00%,0.01%,0.01%,0.25%,0.01%,0.01%,0.02%,0.22%
chr2,143635067,143799890,8942,18,45,73,1163,9,24,39,625,164823,0.00%,0.01%,0.02%,0.32%,0.00%,0.01%,0.02%,0.34%
chr6,144261437,144385735,5325,16,49,84,999,9,27,45,474,124298,0.00%,0.02%,0.03%,0.31%,0.01%,0.02%,0.03%,0.33%
chr18,29202210,29265799,9331,13,38,60,818,3,11,17,217,63589,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.26%
chr2,73518058,73520833,1961,10,26,37,498,0,1,2,35,2775,0.00%,0.01%,0.02%,0.25%,0.00%,0.00%,0.01%,0.15%
chr4,164392257,164395047,84076,10,27,40,737,0,1,2,58,2790,0.00%,0.01%,0.02%,0.36%,0.00%,0.00%,0.01%,0.25%
chr3,183967438,184010819,9718,12,31,61,646,1,5,12,148,43381,0.00%,0.01%,0.03%,0.27%,0.00%,0.01%,0.02%,0.23%
chr2,178092323,178257425,4780,18,32,53,950,8,17,32,551,165102,0.00%,0.01%,0.01%,0.26%,0.00%,0.01%,0.02%,0.30%
chr10,96447911,96613017,1557,18,55,84,1285,10,26,41,633,165106,0.00%,0.02%,0.02%,0.35%,0.01%,0.01%,0.02%,0.34%
chr2,128395956,128439360,55679,12,44,71,867,3,17,32,286,43404,0.00%,0.02%,0.03%,0.36%,0.00%,0.03%,0.05%,0.45%
chr22,39077953,39080818,56993,10,21,30,598,2,3,4,79,2865,0.00%,0.01%,0.01%,0.29%,0.01%,0.01%,0.02%,0.35%
chr16,23701647,23724821,10595,11,32,52,854,4,11,20,149,23174,0.00%,0.01%,0.02%,0.38%,0.01%,0.03%,0.05%,0.35%
chr11,66357640,66360554,55231,10,19,29,414,1,0,0,37,2914,0.00%,0.01%,0.01%,0.20%,0.00%,0.00%,0.00%,0.16%
chr2,187350883,187374090,55854,11,33,47,588,2,7,9,99,23207,0.00%,0.01%,0.02%,0.26%,0.00%,0.02%,0.02%,0.23%
chr8,55370495,55373448,64321,10,46,73,869,0,3,5,64,2953,0.00%,0.02%,0.04%,0.43%,0.00%,0.01%,0.02%,0.28%
chr3,169484709,169487683,84517,10,20,28,545,3,4,5,59,2974,0.00%,0.01%,0.01%,0.27%,0.01%,0.02%,0.02%,0.26%
chr9,100174232,100258407,23424,14,37,68,818,2,8,15,257,84175,0.00%,0.01%,0.02%,0.29%,0.00%,0.01%,0.01%,0.25%
chr17,18174742,18218321,7156,12,31,51,846,3,8,11,252,43579,0.00%,0.01%,0.02%,0.35%,0.00%,0.01%,0.02%,0.40%
chr2,128848774,128953251,56886,15,42,73,1150,2,9,18,420,104477,0.00%,0.01%,0.02%,0.38%,0.00%,0.01%,0.01%,0.34%
chr11,112097088,112140678,5805,12,25,44,827,5,7,8,323,43590,0.00%,0.01%,0.02%,0.34%,0.01%,0.01%,0.01%,0.51%
chr1,32826871,32829879,100128071,10,13,19,290,1,0,1,21,3008,0.00%,0.01%,0.01%,0.14%,0.00%,0.00%,0.00%,0.09%
chr15,65345679,65369028,51285,11,20,26,654,3,5,6,144,23349,0.00%,0.01%,0.01%,0.29%,0.01%,0.01%,0.01%,0.33%
chr17,42785976,42829632,80174,12,31,51,661,2,7,11,140,43656,0.00%,0.01%,0.02%,0.27%,0.00%,0.01%,0.02%,0.22%
chr14,54863567,54886936,1033,11,26,41,702,2,5,8,137,23369,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.32%
chr2,54480315,54483409,388951,10,23,48,699,1,3,5,94,3094,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.02%,0.41%
chr11,86013253,86056969,51501,12,40,66,921,3,12,18,275,43716,0.00%,0.02%,0.03%,0.38%,0.00%,0.02%,0.03%,0.43%
chr17,26083792,26127525,4843,12,36,67,845,6,13,30,247,43733,0.00%,0.01%,0.03%,0.35%,0.01%,0.02%,0.05%,0.39%
chr17,4840425,4843546,8402,10,30,50,703,1,2,4,73,3121,0.00%,0.01%,0.02%,0.35%,0.00%,0.01%,0.02%,0.32%
chr6,42928496,42931618,27232,10,17,27,684,2,3,3,94,3122,0.00%,0.01%,0.01%,0.34%,0.01%,0.01%,0.01%,0.41%
chr3,119421869,119485949,89876,13,36,63,857,3,9,16,233,64080,0.00%,0.01%,0.02%,0.32%,0.00%,0.01%,0.02%,0.28%
chr1,27719148,27722318,2827,10,18,26,457,1,2,3,42,3170,0.00%,0.01%,0.01%,0.22%,0.00%,0.01%,0.01%,0.18%
chr14,69951409,69995215,400224,12,27,41,616,5,12,20,183,43806,0.00%,0.01%,0.02%,0.25%,0.01%,0.02%,0.03%,0.29%
chr15,74466012,74469213,3671,10,31,39,450,3,8,8,69,3201,0.00%,0.02%,0.02%,0.22%,0.01%,0.03%,0.03%,0.30%
chr19,5993175,6199583,5990,20,52,75,1506,11,28,37,834,206408,0.00%,0.01%,0.02%,0.37%,0.00%,0.01%,0.02%,0.37%
chr10,43881065,43904614,3185,11,21,43,799,2,4,7,167,23549,0.00%,0.01%,0.02%,0.36%,0.00%,0.01%,0.02%,0.38%
chr3,53317447,53381654,55802,13,32,55,751,2,8,14,168,64207,0.00%,0.01%,0.02%,0.28%,0.00%,0.01%,0.02%,0.20%
chr22,32014477,32058418,23761,12,23,39,894,2,8,11,257,43941,0.00%,0.01%,0.02%,0.37%,0.00%,0.01%,0.02%,0.40%
chr11,66452719,66496697,6712,12,19,26,349,4,8,10,93,43978,0.00%,0.01%,0.01%,0.14%,0.01%,0.01%,0.02%,0.15%
chr7,39663082,39747723,5898,14,40,59,886,6,16,20,256,84641,0.00%,0.01%,0.02%,0.31%,0.01%,0.02%,0.02%,0.24%
chr11,116700422,116703788,345,10,38,64,748,3,6,10,124,3366,0.00%,0.02%,0.03%,0.37%,0.01%,0.03%,0.04%,0.53%
chr2,191745553,191830278,2744,14,33,49,750,2,5,12,208,84725,0.00%,0.01%,0.02%,0.26%,0.00%,0.00%,0.01%,0.20%
chr11,62379194,62382592,6094,10,16,20,364,0,0,0,42,3398,0.00%,0.01%,0.01%,0.18%,0.00%,0.00%,0.00%,0.18%
chr17,4848947,4852356,5216,10,28,49,708,2,3,5,60,3409,0.00%,0.01%,0.02%,0.35%,0.01%,0.01%,0.02%,0.26%
chr1,45477819,45481247,7389,10,32,49,628,1,2,3,69,3428,0.00%,0.02%,0.02%,0.31%,0.00%,0.01%,0.01%,0.29%
chr14,34985135,35008916,55837,11,30,48,882,1,6,9,157,23781,0.00%,0.01%,0.02%,0.39%,0.00%,0.01%,0.02%,0.36%
chr2,87011729,87035519,925,11,27,38,560,3,6,10,141,23790,0.00%,0.01%,0.02%,0.25%,0.01%,0.01%,0.02%,0.32%
chr4,147175127,147443123,84068,23,69,100,1337,13,42,61,714,267996,0.00%,0.01%,0.02%,0.29%,0.00%,0.01%,0.02%,0.25%
chr1,225674537,225840844,55740,18,56,83,1161,1,13,24,500,166307,0.00%,0.02%,0.02%,0.32%,0.00%,0.01%,0.01%,0.27%
chr1,6650784,6674667,9903,11,38,53,725,1,4,6,110,23883,0.00%,0.02%,0.02%,0.32%,0.00%,0.01%,0.01%,0.25%
chr11,57001051,57004709,187,10,27,36,625,2,4,8,64,3658,0.00%,0.01%,0.02%,0.31%,0.01%,0.02%,0.03%,0.27%
chr14,65405870,65409531,2877,10,23,42,758,1,1,6,102,3661,0.00%,0.01%,0.02%,0.37%,0.00%,0.00%,0.03%,0.43%
chr11,64085560,64089283,25824,10,22,43,525,0,1,2,49,3723,0.00%,0.01%,0.02%,0.26%,0.00%,0.00%,0.01%,0.21%
chr1,178465031,178468769,400797,10,24,34,604,4,7,9,79,3738,0.00%,0.01%,0.02%,0.30%,0.02%,0.03%,0.04%,0.33%
chr11,118209669,118213459,915,10,27,39,616,1,5,8,67,3790,0.00%,0.01%,0.02%,0.30%,0.00%,0.02%,0.03%,0.28%
chr9,130493803,130497604,27433,10,20,27,457,0,2,2,73,3801,0.00%,0.01%,0.01%,0.22%,0.00%,0.01%,0.01%,0.31%
chr7,87563458,87832204,53616,23,51,70,1018,15,35,48,635,268746,0.00%,0.01%,0.01%,0.22%,0.01%,0.01%,0.02%,0.22%
chr19,38874905,38878722,199720,10,22,35,736,2,3,5,80,3817,0.00%,0.01%,0.02%,0.36%,0.01%,0.01%,0.02%,0.34%
chr1,35447136,35450954,100506144,10,17,21,449,1,1,1,60,3818,0.00%,0.01%,0.01%,0.22%,0.00%,0.00%,0.00%,0.25%
chr12,54558529,54582778,23583,11,34,57,529,3,7,10,108,24249,0.00%,0.02%,0.03%,0.24%,0.01%,0.02%,0.02%,0.24%
chr9,118916083,119164601,5069,22,63,93,1019,17,37,54,616,248518,0.00%,0.01%,0.02%,0.23%,0.01%,0.01%,0.02%,0.23%
chr22,29834572,29838444,5988,10,32,62,724,1,4,6,99,3872,0.00%,0.02%,0.03%,0.36%,0.00%,0.02%,0.03%,0.41%
chr14,88851268,88936694,55812,14,30,52,826,4,8,11,187,85426,0.00%,0.01%,0.02%,0.29%,0.00%,0.01%,0.01%,0.18%
chr19,10943114,10946994,11018,10,21,28,559,0,2,3,53,3880,0.00%,0.01%,0.01%,0.27%,0.00%,0.01%,0.01%,0.22%
chr9,5231419,5235304,3641,10,32,45,650,0,3,3,57,3885,0.00%,0.02%,0.02%,0.32%,0.00%,0.01%,0.01%,0.24%
chr7,96110938,96339203,7979,21,66,102,1360,9,35,51,711,228265,0.00%,0.02%,0.02%,0.32%,0.00%,0.01%,0.02%,0.29%
chr17,62850430,62915598,374819,13,17,19,361,3,3,3,61,65168,0.00%,0.01%,0.01%,0.14%,0.00%,0.00%,0.00%,0.07%
chr11,74811608,74917594,11309,15,31,60,849,9,13,28,434,105986,0.00%,0.01%,0.02%,0.28%,0.01%,0.01%,0.02%,0.34%
chr14,36295524,36401531,84312,15,31,52,706,5,9,16,238,106007,0.00%,0.01%,0.02%,0.23%,0.00%,0.01%,0.01%,0.19%
chr14,57670518,57735726,10640,13,32,47,742,4,8,14,184,65208,0.00%,0.01%,0.02%,0.28%,0.00%,0.01%,0.02%,0.22%
chr1,46085716,46089729,149483,10,24,36,519,1,3,4,74,4013,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.31%
chr5,63802084,63908139,401190,15,42,76,950,6,17,33,350,106055,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.03%,0.28%
chr22,41074754,41078818,2847,10,23,36,676,2,4,8,86,4064,0.00%,0.01%,0.02%,0.33%,0.01%,0.02%,0.03%,0.36%
chr17,26800311,26824799,9058,11,24,38,579,3,5,9,133,24488,0.00%,0.01%,0.02%,0.26%,0.01%,0.01%,0.02%,0.30%
chr2,131095814,131099922,84317,10,16,26,540,1,2,4,58,4108,0.00%,0.01%,0.01%,0.26%,0.00%,0.01%,0.02%,0.24%
chr12,51236703,51281667,283471,12,35,45,761,3,8,11,194,44964,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.30%
chr3,112323407,112368377,151887,12,27,35,901,4,8,11,215,44970,0.00%,0.01%,0.01%,0.37%,0.01%,0.01%,0.02%,0.33%
chr14,57936019,57960585,55195,11,24,37,665,1,4,7,134,24566,0.00%,0.01%,0.02%,0.30%,0.00%,0.01%,0.02%,0.30%
chr1,145438469,145442635,10628,10,23,28,329,1,1,1,34,4166,0.00%,0.01%,0.01%,0.16%,0.00%,0.00%,0.00%,0.14%
chr1,145477085,145501669,128077,11,26,35,429,1,4,5,70,24584,0.00%,0.01%,0.02%,0.19%,0.00%,0.01%,0.01%,0.16%
chr5,132028320,132073330,11127,12,22,36,606,4,5,7,178,45010,0.00%,0.01%,0.01%,0.25%,0.01%,0.01%,0.01%,0.27%
chr1,27705666,27709870,388611,10,19,27,466,3,4,5,44,4204,0.00%,0.01%,0.01%,0.23%,0.01%,0.02%,0.02%,0.18%
chr11,30252563,30256808,2488,10,29,40,631,2,4,5,60,4245,0.00%,0.01%,0.02%,0.31%,0.01%,0.02%,0.02%,0.25%
chr1,203765437,203769686,100381270,10,31,48,657,1,3,5,89,4249,0.00%,0.02%,0.02%,0.32%,0.00%,0.01%,0.02%,0.37%
chr19,14017014,14041692,54862,11,32,48,483,4,11,13,100,24678,0.00%,0.01%,0.02%,0.21%,0.01%,0.02%,0.03%,0.22%
chr8,37553269,37557537,80139,10,22,36,336,1,2,2,22,4268,0.00%,0.01%,0.02%,0.16%,0.00%,0.01%,0.01%,0.09%
chr5,32227100,32313115,54545,14,37,47,898,8,14,17,337,86015,0.00%,0.01%,0.02%,0.31%,0.01%,0.01%,0.02%,0.32%
chr8,75233365,75401107,54332,18,49,72,1171,9,23,34,579,167742,0.00%,0.01%,0.02%,0.32%,0.00%,0.01%,0.02%,0.31%
chr10,51827648,51893269,387680,13,29,45,542,5,9,12,125,65621,0.00%,0.01%,0.02%,0.20%,0.01%,0.01%,0.01%,0.15%
chr16,23765948,23770272,63928,10,31,53,814,1,2,3,71,4324,0.00%,0.02%,0.03%,0.40%,0.00%,0.01%,0.01%,0.29%
chr10,105881816,105886143,119392,10,25,40,538,2,2,2,69,4327,0.00%,0.01%,0.02%,0.26%,0.01%,0.01%,0.01%,0.28%
chr3,52568029,52613253,440957,12,34,45,614,4,9,12,180,45224,0.00%,0.01%,0.02%,0.25%,0.01%,0.01%,0.02%,0.28%
chr13,21302870,21348097,221143,12,34,48,840,3,8,15,277,45227,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.02%,0.42%
chr15,32907345,32932150,9824,11,40,73,603,3,7,19,141,24805,0.00%,0.02%,0.03%,0.27%,0.01%,0.02%,0.04%,0.31%
chr15,49715293,49780972,2252,13,35,57,985,4,12,18,314,65679,0.00%,0.01%,0.02%,0.37%,0.00%,0.01%,0.02%,0.37%
chr11,64067863,64072242,25858,10,19,40,536,0,0,1,39,4379,0.00%,0.01%,0.02%,0.26%,0.00%,0.00%,0.00%,0.16%
chr2,70124820,70170077,4084,12,20,29,525,3,8,11,158,45257,0.00%,0.01%,0.01%,0.21%,0.00%,0.01%,0.02%,0.24%
chr1,26856252,26901521,6195,12,37,56,557,4,20,25,179,45269,0.00%,0.02%,0.02%,0.23%,0.01%,0.03%,0.04%,0.27%
chr11,58975983,58980424,219972,10,29,35,546,0,2,2,67,4441,0.00%,0.01%,0.02%,0.27%,0.00%,0.01%,0.01%,0.27%
chr1,145413095,145417545,148738,10,23,28,314,0,1,2,48,4450,0.00%,0.01%,0.01%,0.15%,0.00%,0.00%,0.01%,0.20%
chr10,120900279,120925179,119559,11,28,40,746,2,11,15,152,24900,0.00%,0.01%,0.02%,0.33%,0.00%,0.02%,0.03%,0.34%
chr7,150745379,150749843,9311,10,36,54,602,0,2,3,62,4464,0.00%,0.02%,0.03%,0.29%,0.00%,0.01%,0.01%,0.25%
chr11,61282785,61348620,9066,13,26,42,673,4,6,14,198,65835,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.23%
chr14,73741815,73930348,8650,19,62,104,1195,6,24,45,733,188533,0.00%,0.02%,0.03%,0.31%,0.00%,0.01%,0.02%,0.35%
chr19,33469499,33555794,85415,14,56,116,1217,9,25,50,501,86295,0.00%,0.02%,0.04%,0.43%,0.01%,0.02%,0.05%,0.47%
chr1,43629846,43736607,10969,15,30,50,1147,5,10,21,533,106761,0.00%,0.01%,0.02%,0.37%,0.00%,0.01%,0.02%,0.42%
chr12,44902058,45315631,4753,30,84,115,1983,24,68,95,1319,413573,0.00%,0.01%,0.02%,0.32%,0.01%,0.02%,0.02%,0.30%
chr12,49578579,49583107,7846,10,16,27,484,2,4,6,55,4528,0.00%,0.01%,0.01%,0.24%,0.01%,0.02%,0.02%,0.22%
chr2,211154874,211179914,4632,11,26,36,554,4,5,9,121,25040,0.00%,0.01%,0.02%,0.25%,0.01%,0.01%,0.02%,0.27%
chr19,14072350,14117851,5989,12,40,59,574,2,8,14,103,45501,0.00%,0.02%,0.02%,0.23%,0.00%,0.01%,0.02%,0.16%
chr3,15296360,15382875,9467,14,42,67,859,9,22,39,361,86515,0.00%,0.01%,0.02%,0.30%,0.01%,0.02%,0.04%,0.34%
chr15,76640526,77197785,49855,37,90,149,1870,28,73,110,1394,557259,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.24%
chr8,100025494,100889808,157680,52,89,112,2418,45,77,94,2039,864314,0.00%,0.01%,0.01%,0.23%,0.01%,0.01%,0.01%,0.23%
chr4,74979891,75168816,441024,19,30,44,1033,9,12,19,433,188925,0.00%,0.01%,0.01%,0.27%,0.00%,0.01%,0.01%,0.21%
chr8,75146935,75233563,56704,14,44,66,1073,2,12,20,346,86628,0.00%,0.02%,0.02%,0.37%,0.00%,0.01%,0.02%,0.32%
chr4,110354928,110462052,10427,15,28,45,921,5,10,11,345,107124,0.00%,0.01%,0.01%,0.30%,0.00%,0.01%,0.01%,0.27%
chr4,41983713,41988476,285429,10,11,19,794,1,1,2,107,4763,0.00%,0.01%,0.01%,0.39%,0.00%,0.00%,0.01%,0.43%
chr3,125247702,125313934,114885,13,32,53,1039,6,11,18,356,66232,0.00%,0.01%,0.02%,0.39%,0.01%,0.01%,0.02%,0.41%
chr11,66059341,66064135,256472,10,28,36,458,1,2,4,51,4794,0.00%,0.01%,0.02%,0.22%,0.00%,0.01%,0.02%,0.21%
chr1,25870071,25895377,26119,11,23,28,608,6,8,11,139,25306,0.00%,0.01%,0.01%,0.27%,0.01%,0.02%,0.02%,0.31%
chr5,145967936,146464347,5521,34,71,123,2077,24,47,78,1475,496411,0.00%,0.01%,0.02%,0.30%,0.00%,0.01%,0.02%,0.29%
chr17,66531254,66597530,54757,13,46,85,882,2,14,22,227,66276,0.00%,0.02%,0.03%,0.33%,0.00%,0.02%,0.03%,0.26%
chr17,61904512,61909379,5705,10,27,36,706,1,2,2,64,4867,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.01%,0.26%
chr1,51567906,51613752,284546,12,21,29,742,3,6,7,182,45846,0.00%,0.01%,0.01%,0.30%,0.00%,0.01%,0.01%,0.28%
chr1,226124298,226129189,7044,10,37,62,654,0,3,4,52,4891,0.00%,0.02%,0.03%,0.32%,0.00%,0.01%,0.02%,0.21%
chr3,58703092,59035810,200844,26,54,79,1296,15,22,31,750,332718,0.00%,0.01%,0.01%,0.24%,0.00%,0.01%,0.01%,0.21%
chr15,44064798,44069741,80237,10,15,21,354,1,1,3,49,4943,0.00%,0.01%,0.01%,0.17%,0.00%,0.00%,0.01%,0.20%
chr1,10092890,10241297,10277,17,33,50,1144,5,14,26,524,148407,0.00%,0.01%,0.01%,0.33%,0.00%,0.01%,0.02%,0.31%
chr1,28879597,28905051,54952,11,24,31,564,4,7,8,98,25454,0.00%,0.01%,0.01%,0.25%,0.01%,0.02%,0.02%,0.22%
chr6,41117080,41122075,340205,10,29,39,696,0,0,0,29,4995,0.00%,0.01%,0.02%,0.34%,0.00%,0.00%,0.00%,0.12%
chr8,87480486,87526586,51115,12,33,51,810,3,6,10,235,46100,0.00%,0.01%,0.02%,0.33%,0.00%,0.01%,0.02%,0.36%
chr19,46190712,46195827,6633,10,30,54,652,1,3,5,71,5115,0.00%,0.01%,0.03%,0.32%,0.00%,0.01%,0.02%,0.28%
chr19,36500022,36505141,84964,10,32,53,589,1,2,2,45,5119,0.00%,0.02%,0.03%,0.29%,0.00%,0.01%,0.01%,0.18%
chr1,185703683,186160085,83872,32,68,93,2232,19,35,48,1372,456402,0.00%,0.01%,0.01%,0.34%,0.00%,0.01%,0.01%,0.29%
chr1,145470508,145475646,284615,10,23,30,403,1,5,5,37,5138,0.00%,0.01%,0.01%,0.20%,0.00%,0.02%,0.02%,0.15%
chr2,27434895,27440046,51374,10,16,23,508,1,1,1,80,5151,0.00%,0.01%,0.01%,0.25%,0.00%,0.00%,0.00%,0.32%
chr15,76352178,76521462,123591,18,46,82,1056,11,31,55,569,169284,0.00%,0.01%,0.02%,0.29%,0.01%,0.02%,0.03%,0.30%
chr16,28603264,28608430,6799,10,34,46,562,1,6,8,128,5166,0.00%,0.02%,0.02%,0.27%,0.00%,0.02%,0.03%,0.51%
chr10,98592017,98740800,84458,17,42,65,838,5,6,12,291,148783,0.00%,0.01%,0.02%,0.24%,0.00%,0.00%,0.01%,0.17%
chr17,4843303,4848517,26001,10,28,48,702,1,3,4,75,5214,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.02%,0.30%
chr14,60610838,60636574,51635,11,23,38,583,3,4,7,135,25736,0.00%,0.01%,0.02%,0.26%,0.01%,0.01%,0.02%,0.30%
chr1,38268616,38273857,79693,10,25,50,664,1,1,1,40,5241,0.00%,0.01%,0.02%,0.32%,0.00%,0.00%,0.00%,0.16%
chr4,123372625,123377880,3558,10,28,37,555,1,3,3,80,5255,0.00%,0.01%,0.02%,0.27%,0.00%,0.01%,0.01%,0.32%
chr7,48075108,48100901,136288,11,34,51,754,2,7,12,177,25793,0.00%,0.02%,0.02%,0.33%,0.00%,0.02%,0.03%,0.39%
chr11,101761405,101787253,253935,11,27,49,832,3,12,17,155,25848,0.00%,0.01%,0.02%,0.37%,0.01%,0.03%,0.04%,0.34%
chr16,70488324,70514177,197258,11,18,23,447,3,4,5,87,25853,0.00%,0.01%,0.01%,0.20%,0.01%,0.01%,0.01%,0.19%
chr6,46761127,46807515,4224,12,36,64,792,3,9,10,202,46388,0.00%,0.01%,0.03%,0.32%,0.00%,0.01%,0.02%,0.30%
chr7,100026413,100031741,56257,10,20,29,395,1,2,3,50,5328,0.00%,0.01%,0.01%,0.19%,0.00%,0.01%,0.01%,0.20%
