ENTREZ,CHR,START,STOP,Gene_Size,r01_100kb_count,r03_100kb_count,r05_100kb_count,unpruned_100kb_count,r01_10kb_count,r03_10kb_count,r05_10kb_count,unpruned_10kb_count,r01_100kb_ratio,r03_100kb_ratio,r05_100kb_ratio,unpruned_100kb_ratio,r01_10kb_ratio,r03_10kb_ratio,r05_10kb_ratio,unpruned_10kb_ratio
4649,chr15,72114632,72410918,296286,19,37,52,1192,10,13,18,698,0.01%,0.01%,0.02%,0.40%,0.00%,0.00%,0.01%,0.24%
145581,chr14,42076773,42373752,296979,19,66,93,1827,13,52,68,1271,0.01%,0.02%,0.03%,0.62%,0.00%,0.02%,0.02%,0.43%
54927,chr7,132469629,132766848,297219,19,59,78,1318,8,32,41,756,0.01%,0.02%,0.03%,0.44%,0.00%,0.01%,0.01%,0.25%
3800,chr2,149632819,149883273,250454,16,44,66,988,4,11,13,412,0.01%,0.02%,0.03%,0.39%,0.00%,0.00%,0.01%,0.16%
9892,chr6,84262599,84419410,156811,10,27,46,968,6,15,28,443,0.01%,0.02%,0.03%,0.62%,0.00%,0.01%,0.02%,0.28%
56288,chr10,34398488,35104253,705765,45,102,150,2637,33,74,109,2041,0.01%,0.01%,0.02%,0.37%,0.00%,0.01%,0.02%,0.29%
23077,chr13,77618792,77901185,282393,18,41,59,1358,8,17,22,722,0.01%,0.01%,0.02%,0.48%,0.00%,0.01%,0.01%,0.26%
51086,chr1,74663919,75009666,345747,22,56,73,1342,16,42,56,933,0.01%,0.02%,0.02%,0.39%,0.00%,0.01%,0.02%,0.27%
5091,chr11,66615704,66725847,110143,7,28,36,540,3,15,19,284,0.01%,0.03%,0.03%,0.49%,0.00%,0.01%,0.02%,0.26%
51086,chr1,74663947,75010112,346165,22,56,73,1342,16,42,56,934,0.01%,0.02%,0.02%,0.39%,0.00%,0.01%,0.02%,0.27%
7402,chr6,144606837,145174170,567333,36,83,125,2312,25,63,93,1640,0.01%,0.01%,0.02%,0.41%,0.00%,0.01%,0.02%,0.29%
4199,chr6,83920108,84140797,220689,14,30,43,1161,12,19,25,664,0.01%,0.01%,0.02%,0.53%,0.01%,0.01%,0.01%,0.30%
2776,chr9,80331003,80646374,315371,20,57,89,1515,12,34,52,810,0.01%,0.02%,0.03%,0.48%,0.00%,0.01%,0.02%,0.26%
11259,chr3,99548985,99833357,284372,18,42,63,1238,8,22,32,818,0.01%,0.01%,0.02%,0.44%,0.00%,0.01%,0.01%,0.29%
266722,chr13,96743093,97485671,742578,47,107,137,2663,33,80,105,2093,0.01%,0.01%,0.02%,0.36%,0.00%,0.01%,0.01%,0.28%
25836,chr5,36876861,37066515,189654,12,28,40,802,3,12,18,383,0.01%,0.01%,0.02%,0.42%,0.00%,0.01%,0.01%,0.20%
728586,chr5,127039082,127277326,238244,15,53,78,1321,4,23,29,693,0.01%,0.02%,0.03%,0.55%,0.00%,0.01%,0.01%,0.29%
57560,chr3,159945241,160167617,222376,14,35,58,975,10,20,33,508,0.01%,0.02%,0.03%,0.44%,0.00%,0.01%,0.01%,0.23%
1615,chr2,136664247,136743670,79423,5,10,16,476,0,1,2,136,0.01%,0.01%,0.02%,0.60%,0.00%,0.00%,0.00%,0.17%
160140,chr11,108179246,108338258,159012,10,34,45,889,6,21,27,488,0.01%,0.02%,0.03%,0.56%,0.00%,0.01%,0.02%,0.31%
9320,chr2,230628554,230787955,159401,10,37,62,840,2,12,19,309,0.01%,0.02%,0.04%,0.53%,0.00%,0.01%,0.01%,0.19%
223117,chr7,84624869,84816171,191302,12,39,64,935,5,19,30,442,0.01%,0.02%,0.03%,0.49%,0.00%,0.01%,0.02%,0.23%
114882,chr12,76745577,76953589,208012,13,46,80,1277,5,22,42,610,0.01%,0.02%,0.04%,0.61%,0.00%,0.01%,0.02%,0.29%
2632,chr3,81538850,81811312,272462,17,38,54,1215,10,23,31,702,0.01%,0.01%,0.02%,0.45%,0.00%,0.01%,0.01%,0.26%
83734,chr5,81267844,81572676,304832,19,54,80,1344,13,33,48,711,0.01%,0.02%,0.03%,0.44%,0.00%,0.01%,0.02%,0.23%
159195,chr10,75257296,75385711,128415,8,14,19,869,3,7,9,416,0.01%,0.01%,0.01%,0.68%,0.00%,0.01%,0.01%,0.32%
255119,chr4,81256874,81884910,628036,39,69,91,2912,29,48,64,2296,0.01%,0.01%,0.01%,0.46%,0.00%,0.01%,0.01%,0.37%
255928,chr1,210111538,210337636,226098,14,41,74,1365,6,18,33,720,0.01%,0.02%,0.03%,0.60%,0.00%,0.01%,0.01%,0.32%
55132,chr4,128982423,129144086,161663,10,38,57,890,6,20,33,490,0.01%,0.02%,0.04%,0.55%,0.00%,0.01%,0.02%,0.30%
2891,chr4,158125334,158287227,161893,10,32,54,1147,2,10,17,388,0.01%,0.02%,0.03%,0.71%,0.00%,0.01%,0.01%,0.24%
8555,chr9,99252523,99382112,129589,8,26,38,692,4,12,17,256,0.01%,0.02%,0.03%,0.53%,0.00%,0.01%,0.01%,0.20%
25832,chr1,148250249,148347506,97257,6,8,10,116,5,6,6,69,0.01%,0.01%,0.01%,0.12%,0.01%,0.01%,0.01%,0.07%
100132406,chr1,148250249,148347506,97257,6,8,10,116,5,6,6,69,0.01%,0.01%,0.01%,0.12%,0.01%,0.01%,0.01%,0.07%
101060226,chr1,148250249,148347506,97257,6,8,10,116,5,6,6,69,0.01%,0.01%,0.01%,0.12%,0.01%,0.01%,0.01%,0.07%
84669,chr17,58256455,58499831,243376,15,18,26,702,4,4,6,383,0.01%,0.01%,0.01%,0.29%,0.00%,0.00%,0.00%,0.16%
729540,chr2,110550335,110615272,64937,4,9,11,157,0,0,0,0,0.01%,0.01%,0.02%,0.24%,0.00%,0.00%,0.00%,0.00%
727851,chr2,110550335,110615272,64937,4,9,11,157,0,0,0,0,0.01%,0.01%,0.02%,0.24%,0.00%,0.00%,0.00%,0.00%
84220,chr2,110550335,110615272,64937,4,9,11,157,0,0,0,0,0.01%,0.01%,0.02%,0.24%,0.00%,0.00%,0.00%,0.00%
653489,chr2,110550335,110615272,64937,4,9,11,157,0,0,0,0,0.01%,0.01%,0.02%,0.24%,0.00%,0.00%,0.00%,0.00%
285190,chr2,110550335,110615272,64937,4,9,11,157,0,0,0,0,0.01%,0.01%,0.02%,0.24%,0.00%,0.00%,0.00%,0.00%
79096,chr11,46958240,47185936,227696,14,42,55,842,6,24,29,433,0.01%,0.02%,0.02%,0.37%,0.00%,0.01%,0.01%,0.19%
54768,chr16,70841281,71264625,423344,26,80,118,1441,14,44,60,808,0.01%,0.02%,0.03%,0.34%,0.00%,0.01%,0.01%,0.19%
51306,chr5,137273649,137387650,114001,7,24,47,756,2,14,24,374,0.01%,0.02%,0.04%,0.66%,0.00%,0.01%,0.02%,0.33%
472,chr11,108093211,108239829,146618,9,32,42,840,4,12,15,366,0.01%,0.02%,0.03%,0.57%,0.00%,0.01%,0.01%,0.25%
285172,chr2,201838441,201936394,97953,6,23,31,662,1,6,10,271,0.01%,0.02%,0.03%,0.68%,0.00%,0.01%,0.01%,0.28%
5547,chr11,82534544,82681626,147082,9,24,36,1037,5,10,16,543,0.01%,0.02%,0.02%,0.71%,0.00%,0.01%,0.01%,0.37%
728340,chr5,70330784,70363516,32732,2,4,6,61,1,1,1,11,0.01%,0.01%,0.02%,0.19%,0.00%,0.00%,0.00%,0.03%
2966,chr5,70330784,70363516,32732,2,4,6,61,1,1,1,11,0.01%,0.01%,0.02%,0.19%,0.00%,0.00%,0.00%,0.03%
29072,chr3,47057919,47205457,147538,9,19,31,586,4,7,16,281,0.01%,0.01%,0.02%,0.40%,0.00%,0.00%,0.01%,0.19%
2911,chr6,146348782,146758734,409952,25,52,64,1430,18,41,50,1016,0.01%,0.01%,0.02%,0.35%,0.00%,0.01%,0.01%,0.25%
29970,chr3,158680024,159615155,935131,57,164,281,3543,44,124,205,2838,0.01%,0.02%,0.03%,0.38%,0.00%,0.01%,0.02%,0.30%
79834,chr15,77400471,77712486,312015,19,55,81,1101,11,33,49,643,0.01%,0.02%,0.03%,0.35%,0.00%,0.01%,0.02%,0.21%
51263,chr2,99757948,99939204,181256,11,36,52,1119,5,15,25,601,0.01%,0.02%,0.03%,0.62%,0.00%,0.01%,0.01%,0.33%
5523,chr3,135684515,135866733,182218,11,38,55,824,7,21,31,429,0.01%,0.02%,0.03%,0.45%,0.00%,0.01%,0.02%,0.24%
11342,chr3,149530495,149679926,149431,9,30,45,1004,2,13,22,434,0.01%,0.02%,0.03%,0.67%,0.00%,0.01%,0.01%,0.29%
157680,chr8,100025494,100889808,864314,52,89,112,2418,45,77,94,2039,0.01%,0.01%,0.01%,0.28%,0.01%,0.01%,0.01%,0.24%
9553,chr2,27994584,28210954,216370,13,32,42,886,9,19,27,543,0.01%,0.01%,0.02%,0.41%,0.00%,0.01%,0.01%,0.25%
9736,chr2,61414598,61697904,283306,17,61,109,1340,9,36,67,858,0.01%,0.02%,0.04%,0.47%,0.00%,0.01%,0.02%,0.30%
23232,chr10,96162261,96295687,133426,8,28,45,839,3,12,18,320,0.01%,0.02%,0.03%,0.63%,0.00%,0.01%,0.01%,0.24%
22862,chr13,49550048,49783915,233867,14,49,77,1003,4,18,32,470,0.01%,0.02%,0.03%,0.43%,0.00%,0.01%,0.01%,0.20%
7227,chr8,116420724,116821899,401175,24,56,72,1344,15,37,49,836,0.01%,0.01%,0.02%,0.34%,0.00%,0.01%,0.01%,0.21%
571,chr21,30566392,31003071,436679,26,59,102,1795,18,40,63,1167,0.01%,0.01%,0.02%,0.41%,0.00%,0.01%,0.01%,0.27%
7273,chr2,179390716,179695529,304813,18,55,81,1269,10,24,34,757,0.01%,0.02%,0.03%,0.42%,0.00%,0.01%,0.01%,0.25%
6091,chr3,78646390,79816965,1170575,69,180,252,4296,59,138,186,3480,0.01%,0.02%,0.02%,0.37%,0.01%,0.01%,0.02%,0.30%
2918,chr7,126078652,126893348,814696,48,148,225,3228,43,120,178,2633,0.01%,0.02%,0.03%,0.40%,0.01%,0.01%,0.02%,0.32%
79582,chr2,214149113,215275225,1126112,66,172,274,4663,54,149,233,4076,0.01%,0.02%,0.02%,0.41%,0.00%,0.01%,0.02%,0.36%
283450,chr12,112597992,112819896,221904,13,26,30,576,6,14,17,316,0.01%,0.01%,0.01%,0.26%,0.00%,0.01%,0.01%,0.14%
987,chr4,151185594,151936879,751285,44,89,114,2277,34,67,83,1834,0.01%,0.01%,0.02%,0.30%,0.00%,0.01%,0.01%,0.24%
64750,chr17,62538413,62658186,119773,7,18,23,614,2,6,9,328,0.01%,0.02%,0.02%,0.51%,0.00%,0.01%,0.01%,0.27%
23112,chr22,40440821,40731812,290991,17,50,85,1164,10,28,52,804,0.01%,0.02%,0.03%,0.40%,0.00%,0.01%,0.02%,0.28%
8394,chr1,151170425,151222012,51587,3,17,27,501,1,4,8,135,0.01%,0.03%,0.05%,0.97%,0.00%,0.01%,0.02%,0.26%
92521,chr17,19912657,20222339,309682,18,57,79,1372,12,36,53,998,0.01%,0.02%,0.03%,0.44%,0.00%,0.01%,0.02%,0.32%
64135,chr2,163123589,163175213,51624,3,6,11,469,3,4,4,169,0.01%,0.01%,0.02%,0.91%,0.01%,0.01%,0.01%,0.33%
10367,chr10,74127098,74385899,258801,15,20,24,982,9,11,14,609,0.01%,0.01%,0.01%,0.38%,0.00%,0.00%,0.01%,0.24%
6444,chr5,155297354,156194799,897445,52,129,196,3759,43,109,161,3227,0.01%,0.01%,0.02%,0.42%,0.00%,0.01%,0.02%,0.36%
10000,chr1,243651535,244014381,362846,21,40,67,1141,11,21,38,743,0.01%,0.01%,0.02%,0.31%,0.00%,0.01%,0.01%,0.20%
9786,chr14,58894103,59015216,121113,7,25,43,572,3,10,14,193,0.01%,0.02%,0.04%,0.47%,0.00%,0.01%,0.01%,0.16%
9053,chr6,136663875,136871957,208082,12,22,27,778,3,10,13,439,0.01%,0.01%,0.01%,0.37%,0.00%,0.00%,0.01%,0.21%
57448,chr2,32582096,32843966,261870,15,53,91,1445,7,22,29,796,0.01%,0.02%,0.03%,0.55%,0.00%,0.01%,0.01%,0.30%
348980,chr5,45259349,45696253,436904,25,45,62,1281,15,29,44,829,0.01%,0.01%,0.01%,0.29%,0.00%,0.01%,0.01%,0.19%
1740,chr11,83166055,85338966,2172911,124,341,506,8206,118,321,478,7639,0.01%,0.02%,0.02%,0.38%,0.01%,0.01%,0.02%,0.35%
23194,chr5,15500305,15939900,439595,25,74,101,1759,19,58,81,1263,0.01%,0.02%,0.02%,0.40%,0.00%,0.01%,0.02%,0.29%
64506,chr15,83211951,83317612,105661,6,25,37,705,3,14,19,397,0.01%,0.02%,0.04%,0.67%,0.00%,0.01%,0.02%,0.38%
65065,chr2,203879602,204091101,211499,12,24,29,864,6,9,10,442,0.01%,0.01%,0.01%,0.41%,0.00%,0.00%,0.00%,0.21%
84059,chr5,89825161,90460038,634877,36,116,175,2426,26,91,133,1961,0.01%,0.02%,0.03%,0.38%,0.00%,0.01%,0.02%,0.31%
145957,chr15,76228310,76352136,123826,7,34,51,854,1,8,12,347,0.01%,0.03%,0.04%,0.69%,0.00%,0.01%,0.01%,0.28%
145282,chr14,37667118,38021566,354448,20,43,55,1424,10,26,33,910,0.01%,0.01%,0.02%,0.40%,0.00%,0.01%,0.01%,0.26%
79932,chr1,35899091,36023551,124460,7,13,18,537,5,8,10,243,0.01%,0.01%,0.01%,0.43%,0.00%,0.01%,0.01%,0.20%
728492,chr5,70196492,70214357,17865,1,4,4,35,1,2,2,6,0.01%,0.02%,0.02%,0.20%,0.01%,0.01%,0.01%,0.03%
8293,chr5,70196492,70214357,17865,1,4,4,35,1,2,2,6,0.01%,0.02%,0.02%,0.20%,0.01%,0.01%,0.01%,0.03%
55626,chr11,46417964,46615675,197711,11,15,31,607,5,5,11,282,0.01%,0.01%,0.02%,0.31%,0.00%,0.00%,0.01%,0.14%
132,chr10,75910960,76469061,558101,31,56,68,1715,19,39,47,1233,0.01%,0.01%,0.01%,0.31%,0.00%,0.01%,0.01%,0.22%
285220,chr3,96533425,97471304,937879,52,88,120,2415,42,66,92,1951,0.01%,0.01%,0.01%,0.26%,0.00%,0.01%,0.01%,0.21%
91181,chr1,153965161,154127592,162431,9,30,37,654,5,17,22,328,0.01%,0.02%,0.02%,0.40%,0.00%,0.01%,0.01%,0.20%
23132,chr3,51575160,51702683,127523,7,17,25,502,2,4,8,181,0.01%,0.01%,0.02%,0.39%,0.00%,0.00%,0.01%,0.14%
83990,chr17,59758627,59940882,182255,10,42,59,860,5,19,26,419,0.01%,0.02%,0.03%,0.47%,0.00%,0.01%,0.01%,0.23%
286205,chr9,127704887,127905785,200898,11,38,50,988,8,20,25,503,0.01%,0.02%,0.02%,0.49%,0.00%,0.01%,0.01%,0.25%
26137,chr3,114056941,114866118,809177,44,98,159,2651,30,72,117,2075,0.01%,0.01%,0.02%,0.33%,0.00%,0.01%,0.01%,0.26%
55553,chr11,15987995,16761138,773143,42,130,200,2476,29,93,144,1920,0.01%,0.02%,0.03%,0.32%,0.00%,0.01%,0.02%,0.25%
138046,chr8,85095022,85834079,739057,40,96,126,2839,30,70,95,2287,0.01%,0.01%,0.02%,0.38%,0.00%,0.01%,0.01%,0.31%
5780,chr15,75759462,75871630,112168,6,28,45,578,3,12,18,242,0.01%,0.02%,0.04%,0.52%,0.00%,0.01%,0.02%,0.22%
5591,chr8,48685669,48872743,187074,10,18,27,485,5,8,12,276,0.01%,0.01%,0.01%,0.26%,0.00%,0.00%,0.01%,0.15%
10497,chr9,35161999,35405335,243336,13,29,58,961,6,13,23,510,0.01%,0.01%,0.02%,0.39%,0.00%,0.01%,0.01%,0.21%
196074,chr11,28129795,28355054,225259,12,27,29,831,6,14,15,446,0.01%,0.01%,0.01%,0.37%,0.00%,0.01%,0.01%,0.20%
10806,chr1,243419320,243663394,244074,13,29,48,964,8,21,35,586,0.01%,0.01%,0.02%,0.39%,0.00%,0.01%,0.01%,0.24%
4671,chr5,70264310,70320941,56631,3,5,6,64,0,2,2,18,0.01%,0.01%,0.01%,0.11%,0.00%,0.00%,0.00%,0.03%
91942,chr5,60240956,60448853,207897,11,38,58,1210,5,19,33,639,0.01%,0.02%,0.03%,0.58%,0.00%,0.01%,0.02%,0.31%
9779,chr3,17198654,18486309,1287655,68,158,224,4130,55,128,181,3557,0.01%,0.01%,0.02%,0.32%,0.00%,0.01%,0.01%,0.28%
91752,chr2,185463093,185804219,341126,18,58,81,1432,15,45,60,933,0.01%,0.02%,0.02%,0.42%,0.00%,0.01%,0.02%,0.27%
83989,chr5,92953775,93447404,493629,26,60,76,1238,18,47,59,946,0.01%,0.01%,0.02%,0.25%,0.00%,0.01%,0.01%,0.19%
84319,chr3,99536678,99897447,360769,19,48,70,1495,9,27,39,954,0.01%,0.01%,0.02%,0.41%,0.00%,0.01%,0.01%,0.26%
151742,chr3,160473390,160796695,323305,17,44,71,1512,9,25,43,969,0.01%,0.01%,0.02%,0.47%,0.00%,0.01%,0.01%,0.30%
219771,chr10,35535953,35860852,324899,17,34,47,1249,8,19,23,722,0.01%,0.01%,0.01%,0.38%,0.00%,0.01%,0.01%,0.22%
79848,chr8,67974661,68108498,133837,7,8,14,632,1,2,5,285,0.01%,0.01%,0.01%,0.47%,0.00%,0.00%,0.00%,0.21%
83943,chr7,110303110,111202573,899463,47,106,140,2800,37,83,108,2344,0.01%,0.01%,0.02%,0.31%,0.00%,0.01%,0.01%,0.26%
54816,chr15,56922379,57210769,288390,15,24,56,1322,9,14,32,772,0.01%,0.01%,0.02%,0.46%,0.00%,0.00%,0.01%,0.27%
163486,chr1,197473878,197744826,270948,14,35,52,905,9,19,28,486,0.01%,0.01%,0.02%,0.33%,0.00%,0.01%,0.01%,0.18%
253959,chr14,36007558,36278510,270952,14,35,55,847,6,19,26,464,0.01%,0.01%,0.02%,0.31%,0.00%,0.01%,0.01%,0.17%
96459,chr5,130977407,131132710,155303,8,18,25,706,4,8,11,320,0.01%,0.01%,0.02%,0.45%,0.00%,0.01%,0.01%,0.21%
50804,chr15,48431625,48470714,39089,2,4,6,297,0,1,1,13,0.01%,0.01%,0.02%,0.76%,0.00%,0.00%,0.00%,0.03%
26610,chr11,31531297,31805546,274249,14,37,63,890,10,25,41,527,0.01%,0.01%,0.02%,0.32%,0.00%,0.01%,0.01%,0.19%
4331,chr14,61201460,61436671,235211,12,25,31,918,3,9,13,521,0.01%,0.01%,0.01%,0.39%,0.00%,0.00%,0.01%,0.22%
5611,chr13,96329393,96447243,117850,6,21,38,623,2,6,7,236,0.01%,0.02%,0.03%,0.53%,0.00%,0.01%,0.01%,0.20%
79712,chr2,144695635,145090135,394500,20,55,82,1095,9,25,31,691,0.01%,0.01%,0.02%,0.28%,0.00%,0.01%,0.01%,0.18%
23418,chr1,197170592,197447585,276993,14,42,60,900,10,29,41,566,0.01%,0.02%,0.02%,0.32%,0.00%,0.01%,0.01%,0.20%
55129,chr3,43396351,43733086,336735,17,44,68,1273,13,29,39,856,0.01%,0.01%,0.02%,0.38%,0.00%,0.01%,0.01%,0.25%
196528,chr12,46123448,46301823,178375,9,25,36,662,3,10,15,245,0.01%,0.01%,0.02%,0.37%,0.00%,0.01%,0.01%,0.14%
253559,chr3,85008132,86123579,1115447,56,197,279,4698,42,158,221,3908,0.01%,0.02%,0.03%,0.42%,0.00%,0.01%,0.02%,0.35%
9139,chr20,32077881,32237842,159961,8,17,24,570,3,6,8,246,0.01%,0.01%,0.02%,0.36%,0.00%,0.00%,0.01%,0.15%
27044,chr7,127292234,127732661,440427,22,77,113,1477,11,47,68,939,0.00%,0.02%,0.03%,0.34%,0.00%,0.01%,0.02%,0.21%
6925,chr18,52889562,53332018,442456,22,67,104,1504,12,39,63,976,0.00%,0.02%,0.02%,0.34%,0.00%,0.01%,0.01%,0.22%
257194,chr1,71861623,72748417,886794,44,102,157,2697,37,89,135,2370,0.00%,0.01%,0.02%,0.30%,0.00%,0.01%,0.02%,0.27%
54464,chr3,142025449,142166904,141455,7,28,49,786,3,15,23,298,0.00%,0.02%,0.03%,0.56%,0.00%,0.01%,0.02%,0.21%
699,chr2,111395275,111435691,40416,2,5,12,299,0,1,3,89,0.00%,0.01%,0.03%,0.74%,0.00%,0.00%,0.01%,0.22%
23233,chr2,72403113,73053170,650057,32,50,79,1769,25,32,53,1298,0.00%,0.01%,0.01%,0.27%,0.00%,0.00%,0.01%,0.20%
10987,chr8,67955314,67996018,40704,2,5,7,453,0,2,4,135,0.00%,0.01%,0.02%,1.11%,0.00%,0.00%,0.01%,0.33%
51496,chr15,44719432,44821236,101804,5,10,15,596,2,5,10,268,0.00%,0.01%,0.01%,0.59%,0.00%,0.00%,0.01%,0.26%
23305,chr5,131142683,131347936,205253,10,24,37,896,4,12,18,505,0.00%,0.01%,0.02%,0.44%,0.00%,0.01%,0.01%,0.25%
26057,chr4,73939093,74124515,185422,9,21,28,621,5,11,13,236,0.00%,0.01%,0.02%,0.33%,0.00%,0.01%,0.01%,0.13%
23331,chr22,28374004,29075853,701849,34,81,144,2188,25,60,106,1629,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.23%
55870,chr1,155305059,155532598,227539,11,21,29,610,7,13,17,311,0.00%,0.01%,0.01%,0.27%,0.00%,0.01%,0.01%,0.14%
285671,chr5,63461671,63668696,207025,10,45,62,1010,4,22,28,454,0.00%,0.02%,0.03%,0.49%,0.00%,0.01%,0.01%,0.22%
84871,chr1,48998527,50489585,1491058,72,160,221,3800,60,141,185,3342,0.00%,0.01%,0.01%,0.25%,0.00%,0.01%,0.01%,0.22%
283820,chr16,18511182,18573533,62351,3,9,15,172,1,1,3,58,0.00%,0.01%,0.02%,0.28%,0.00%,0.00%,0.00%,0.09%
26115,chr17,61086917,61505060,418143,20,54,71,1392,12,33,43,873,0.00%,0.01%,0.02%,0.33%,0.00%,0.01%,0.01%,0.21%
9611,chr17,15932471,16121499,189028,9,25,29,1024,7,13,15,547,0.00%,0.01%,0.02%,0.54%,0.00%,0.01%,0.01%,0.29%
473,chr1,8412457,8877702,465245,22,77,128,1556,12,48,80,967,0.00%,0.02%,0.03%,0.33%,0.00%,0.01%,0.02%,0.21%
113201,chr15,44580927,44707956,127029,6,15,25,652,3,6,9,289,0.00%,0.01%,0.02%,0.51%,0.00%,0.00%,0.01%,0.23%
58508,chr7,151832010,152133090,301080,14,32,42,1035,10,15,22,558,0.00%,0.01%,0.01%,0.34%,0.00%,0.00%,0.01%,0.19%
131096,chr3,19189946,19577138,387192,18,52,84,1277,12,34,56,854,0.00%,0.01%,0.02%,0.33%,0.00%,0.01%,0.01%,0.22%
114788,chr8,113235157,114449328,1214171,56,151,232,4186,49,133,202,3528,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.02%,0.29%
79937,chr9,43684902,43924049,239147,11,20,31,487,7,14,21,289,0.00%,0.01%,0.01%,0.20%,0.00%,0.01%,0.01%,0.12%
728577,chr9,43684902,43924049,239147,11,20,31,487,7,14,21,289,0.00%,0.01%,0.01%,0.20%,0.00%,0.01%,0.01%,0.12%
644019,chr9,70432004,70497240,65236,3,5,6,46,1,1,1,14,0.00%,0.01%,0.01%,0.07%,0.00%,0.00%,0.00%,0.02%
445571,chr9,70432004,70497240,65236,3,5,6,46,1,1,1,14,0.00%,0.01%,0.01%,0.07%,0.00%,0.00%,0.00%,0.02%
220869,chr9,70432004,70497240,65236,3,5,6,46,1,1,1,14,0.00%,0.01%,0.01%,0.07%,0.00%,0.00%,0.00%,0.02%
150472,chr9,70432004,70497240,65236,3,5,6,46,1,1,1,14,0.00%,0.01%,0.01%,0.07%,0.00%,0.00%,0.00%,0.02%
55871,chr9,70432004,70497240,65236,3,5,6,46,1,1,1,14,0.00%,0.01%,0.01%,0.07%,0.00%,0.00%,0.00%,0.02%
10393,chr4,145888264,146019693,131429,6,12,18,462,3,9,12,216,0.00%,0.01%,0.01%,0.35%,0.00%,0.01%,0.01%,0.16%
474170,chr17,44588877,44633016,44139,2,2,9,57,0,0,2,15,0.00%,0.00%,0.02%,0.13%,0.00%,0.00%,0.00%,0.03%
26037,chr14,71787166,72207946,420780,19,64,99,1410,7,30,50,826,0.00%,0.02%,0.02%,0.34%,0.00%,0.01%,0.01%,0.20%
22869,chr9,99518147,99540411,22264,1,7,9,698,0,0,0,171,0.00%,0.03%,0.04%,3.14%,0.00%,0.00%,0.00%,0.77%
79796,chr11,111652919,111742305,89386,4,16,27,660,1,8,12,254,0.00%,0.02%,0.03%,0.74%,0.00%,0.01%,0.01%,0.28%
64215,chr10,22045466,22292698,247232,11,21,27,894,5,11,15,557,0.00%,0.01%,0.01%,0.36%,0.00%,0.00%,0.01%,0.23%
60412,chr7,132937829,133751342,813513,36,113,177,2496,27,85,131,1841,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.23%
401541,chr9,95087766,95382815,295049,13,40,56,1472,8,20,31,923,0.00%,0.01%,0.02%,0.50%,0.00%,0.01%,0.01%,0.31%
307,chr2,69871557,70053596,182039,8,19,35,1077,5,11,23,649,0.00%,0.01%,0.02%,0.59%,0.00%,0.01%,0.01%,0.36%
26033,chr10,116853124,117708503,855379,37,94,133,2932,25,76,110,2458,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.01%,0.29%
8672,chr1,21132963,21503377,370414,16,44,62,1582,9,26,34,1003,0.00%,0.01%,0.02%,0.43%,0.00%,0.01%,0.01%,0.27%
5334,chr2,198669426,199437305,767879,33,96,144,2332,28,83,125,1969,0.00%,0.01%,0.02%,0.30%,0.00%,0.01%,0.02%,0.26%
79796,chr11,111657010,111750149,93139,4,18,29,674,1,8,12,266,0.00%,0.02%,0.03%,0.72%,0.00%,0.01%,0.01%,0.29%
79591,chr10,103605356,103815950,210594,9,29,42,735,4,15,21,407,0.00%,0.01%,0.02%,0.35%,0.00%,0.01%,0.01%,0.19%
150684,chr2,62115859,62374382,258523,11,50,86,1227,4,19,42,685,0.00%,0.02%,0.03%,0.47%,0.00%,0.01%,0.02%,0.26%
57446,chr20,35280169,35374481,94312,4,14,27,419,2,5,9,165,0.00%,0.01%,0.03%,0.44%,0.00%,0.01%,0.01%,0.17%
114799,chr18,19109242,19180845,71603,3,16,27,446,0,5,7,140,0.00%,0.02%,0.04%,0.62%,0.00%,0.01%,0.01%,0.20%
56910,chr2,96850597,96874563,23966,1,7,14,359,0,1,3,83,0.00%,0.03%,0.06%,1.50%,0.00%,0.00%,0.01%,0.35%
22905,chr17,19118928,19240028,121100,5,6,9,443,3,3,3,252,0.00%,0.00%,0.01%,0.37%,0.00%,0.00%,0.00%,0.21%
23518,chr2,136289025,136482840,193815,8,17,24,705,5,9,13,349,0.00%,0.01%,0.01%,0.36%,0.00%,0.00%,0.01%,0.18%
119016,chr10,51224681,51371321,146640,6,10,14,101,2,4,6,23,0.00%,0.01%,0.01%,0.07%,0.00%,0.00%,0.00%,0.02%
341019,chr11,30851916,31391357,539441,22,53,75,1383,15,36,53,1030,0.00%,0.01%,0.01%,0.26%,0.00%,0.01%,0.01%,0.19%
5921,chr5,86563705,86687748,124043,5,15,25,600,2,5,7,264,0.00%,0.01%,0.02%,0.48%,0.00%,0.00%,0.01%,0.21%
23678,chr8,67624653,67774257,149604,6,13,23,730,4,6,8,387,0.00%,0.01%,0.02%,0.49%,0.00%,0.00%,0.01%,0.26%
200030,chr1,146032647,146082765,50118,2,3,4,25,0,1,1,8,0.00%,0.01%,0.01%,0.05%,0.00%,0.00%,0.00%,0.02%
729877,chr17,34580902,34757050,176148,7,21,27,228,0,3,4,30,0.00%,0.01%,0.02%,0.13%,0.00%,0.00%,0.00%,0.02%
