CHR,START,STOP,ENTREZ
chr4,75230860,75254468,2069
chr4,75310851,75320726,374
chr4,75480629,75490486,374
chr4,25749055,25865382,23231
chr4,174305852,174327531,11341
chr4,174446120,174451380,9464
chr4,175157809,175205415,26269
chr4,175204828,175254531,80817
chr4,75669969,75719896,685
chr4,75858305,75975325,25849
chr4,111538579,111563279,5308
chr4,76404247,76439974,25898
chr4,175411328,175444305,3248
chr4,264464,299110,654254
chr4,175558065,175750465,8001
chr4,175750819,175899331,11086
chr4,331603,378653,7700
chr4,419604,492945,170960
chr4,176554085,176923815,2823
chr4,492989,533985,54872
chr4,113066553,113116412,132720
chr4,113152893,113191203,55435
chr4,176986985,177103978,116966
chr4,113195698,113207059,92610
chr4,177105789,177116822,132851
chr4,113206665,113363776,80216
chr4,177134824,177198722,140458
chr4,177241115,177253396,60559
chr4,76439156,76475683,152815
chr4,177604689,177713881,7424
chr4,25863452,25931435,389203
chr4,76481258,76491095,152816
chr4,76503215,76555900,8999
chr4,76567966,76649709,9908
chr4,113434672,113437328,63973
chr4,26165077,26436541,3516
chr4,113460492,113558151,55345
chr4,619373,664571,5158
chr4,178230990,178284097,55247
chr4,76649777,76735382,8615
chr4,178351924,178363657,175
chr4,183065140,183724177,55714
chr4,113558120,113578748,51574
chr4,183811213,183839089,1635
chr4,76781020,76823724,5470
chr4,666225,668127,521
chr4,184020446,184241930,80014
chr4,184020446,184241930,53842
chr4,184239220,184241927,53842
chr4,667369,675822,4636
chr4,26483022,26492084,886
chr4,26578059,26756973,55296
chr4,76831809,76862204,27163
chr4,26859300,27027003,57620
chr4,76862103,76912115,55153
chr4,675618,683230,84179
chr4,699537,764428,10336
chr4,113739265,114304896,287
chr4,184242917,184243579,100132463
chr4,184365744,184369351,55602
chr4,184426147,184432249,3622
chr4,184560788,184580378,201965
chr4,30722037,31148422,5099
chr4,35949843,36246131,116984
chr4,778745,819986,10815
chr4,184580420,184634745,60684
chr4,843064,926161,2580
chr4,76922428,76928641,4283
chr4,184774584,184944679,56977
chr4,76932337,77033955,419
chr4,185009859,185142383,133121
chr4,185308867,185395734,3660
chr4,185548850,185570663,836
chr4,76942273,76944650,3627
chr4,76954835,76962568,6373
chr4,185570767,185616117,201973
chr4,77035812,77069668,53371
chr4,185615772,185655287,79682
chr4,926175,952444,84286
chr4,36283244,36347378,401124
chr4,37245842,37451087,57495
chr4,37455563,37625117,55286
chr4,37592422,37687998,768211
chr4,185676749,185747972,2180
chr4,37828255,37864558,55276
chr4,77079890,77135046,950
chr4,37892708,38140796,23216
chr4,952675,980683,1609
chr4,114372188,114683083,817
chr4,185939995,185941958,391723
chr4,972861,987228,10861
chr4,77135193,77204933,100129583
chr4,77172874,77232282,100129583
chr4,186064395,186071536,291
chr4,186080819,186130658,57587
chr4,186125391,186291339,83891
chr4,77172886,77232752,8987
chr4,980785,998316,3425
chr4,77234154,77343021,339965
chr4,37962056,37962746,10744
chr4,38665817,38702663,51274
chr4,1003724,1020685,53834
chr4,186285032,186317053,55805
chr4,38773860,38784611,81793
chr4,186317175,186321782,353322
chr4,38792298,38858438,7096
chr4,1050038,1107350,285498
chr4,186320694,186347139,55325
chr4,38825336,38858438,10333
chr4,38869298,38947360,92689
chr4,77356253,77704406,57619
chr4,186347394,186370980,441054
chr4,77816082,77819002,345079
chr4,77870856,77961537,55752
chr4,186366336,186392913,256309
chr4,38968365,39034542,80008
chr4,39046659,39128477,51088
chr4,114821440,114900883,79642
chr4,115519611,115599380,7368
chr4,115748919,116035032,64579
chr4,39184024,39287430,57728
chr4,186422851,186456766,27295
chr4,118004718,118006736,133022
chr4,118954773,119179803,9348
chr4,1160720,1202750,10417
chr4,77968311,77997158,10983
chr4,78078304,78354542,901
chr4,186506598,186877806,8470
chr4,78432907,78532988,10563
chr4,119201193,119274158,8492
chr4,78634541,78740769,246175
chr4,119606523,119636588,57721
chr4,78783674,78873944,65008
chr4,39289076,39367995,5981
chr4,119643978,119759838,9871
chr4,1205236,1243741,1487
chr4,1283639,1333935,10296
chr4,39408473,39453156,152831
chr4,78978724,79465423,80144
chr4,39455744,39460568,6133
chr4,186990306,187009223,7098
chr4,1341054,1381837,57654
chr4,39460620,39479273,11019
chr4,119809996,119982402,171024
chr4,1619642,1686029,152877
chr4,1694527,1714282,7884
chr4,187025573,187093821,25854
chr4,120056939,120108944,51778
chr4,79472673,79531597,306
chr4,120133742,120216672,54532
chr4,1717679,1723085,92305
chr4,1723227,1746898,10460
chr4,187112674,187134610,285440
chr4,79697496,79837526,55589
chr4,120218207,120225600,401152
chr4,120238405,120243545,2169
chr4,39500375,39529931,7358
chr4,1795034,1810599,2261
chr4,79808281,79860592,152559
chr4,120415550,120550146,8654
chr4,80146848,80247204,84779
chr4,39547950,39640710,201895
chr4,80327508,80329372,2712
chr4,39699664,39784412,3093
chr4,80822303,81046608,118429
chr4,187130133,187179625,3818
chr4,39824483,39979576,23244
chr4,187187099,187210835,2160
chr4,187454809,187476721,4543
chr4,187508937,187647876,2195
chr4,1813206,1857974,3954
chr4,188916925,188926204,132625
chr4,189012427,189030757,205860
chr4,189060573,189068897,339976
chr4,120976763,120988229,4085
chr4,190861943,190884359,2483
chr4,1873151,1983934,7468
chr4,121606074,121844025,11107
chr4,190945506,190948412,448831
chr4,40058446,40159872,55728
chr4,81105033,81125483,56978
chr4,121956768,121994176,79625
chr4,81187753,81257834,2250
chr4,40192673,40248587,399
chr4,40337346,40357234,55584
chr4,1984441,2043630,7469
chr4,122052563,122148621,79931
chr4,40425272,40632892,54502
chr4,81256874,81884910,255119
chr4,81952119,81978685,651
chr4,82009837,82136218,5593
chr4,122250467,122302214,84109
chr4,122589110,122618268,308
chr4,82347547,82965397,153020
chr4,2043689,2045697,401115
chr4,40751914,40812002,79730
chr4,2061239,2070816,339983
chr4,2073645,2243848,353497
chr4,122680088,122686582,132332
chr4,83273651,83295656,3184
chr4,40812044,41218731,323
chr4,2229191,2243891,79441
chr4,122722472,122738176,5393
chr4,2249159,2264021,10608
chr4,2271309,2420390,57732
chr4,83343717,83351294,9987
chr4,122737599,122745087,890
chr4,2463947,2627047,6047
chr4,122745595,122791652,55212
chr4,83351715,83382244,58478
chr4,41258430,41270472,7345
chr4,83404323,83483510,441027
chr4,122800182,122872909,7222
chr4,83550692,83720010,79966
chr4,2626988,2734292,8603
chr4,123073488,123283913,84162
chr4,2743375,2758103,79155
chr4,41361624,41702061,22998
chr4,2794750,2842825,6452
chr4,83739814,83822319,22872
chr4,2845584,2931803,118
chr4,2932288,2936586,10227
chr4,41746099,41750987,8929
chr4,41937137,41962589,55161
chr4,2939660,2965112,8602
chr4,2965335,3042474,2868
chr4,41983713,41988476,285429
chr4,41992489,42092474,10463
chr4,42112955,42154895,389206
chr4,42399856,42404504,152573
chr4,3076408,3245676,3064
chr4,42410390,42659122,10396
chr4,83821837,83841122,79725
chr4,83831126,83934079,132660
chr4,3246096,3273465,345222
chr4,3294755,3441640,6002
chr4,42895284,43032675,389207
chr4,44175926,44450824,386617
chr4,44624086,44680573,285525
chr4,83955600,83996971,51138
chr4,44680444,44702943,60558
chr4,84011201,84058228,51316
chr4,84182689,84206067,27235
chr4,44684217,44728612,132789
chr4,3443614,3451211,3083
chr4,46037786,46126098,2565
chr4,84213614,84256306,10855
chr4,46250444,46477247,2555
chr4,3465033,3503200,285489
chr4,3508103,3534286,4043
chr4,84328496,84377009,113510
chr4,46736844,46911252,170712
chr4,46920917,46996424,2557
chr4,3768075,3770251,152
chr4,84377085,84390888,51023
chr4,46995740,47428461,2560
chr4,4190530,4228616,133060
chr4,4237269,4249950,85013
chr4,84382092,84444501,84142
chr4,47452885,47465736,54951
chr4,4269428,4291896,55646
chr4,47487305,47595503,57205
chr4,84457067,84527028,84803
chr4,4291924,4323513,166793
chr4,85413140,85419603,4825
chr4,85504132,85572491,1040
chr4,4349867,4420785,27065
chr4,47596015,47840123,10699
chr4,85590704,85887544,23001
chr4,4417469,4544073,53407
chr4,47849257,47916653,152518
chr4,4861393,4865663,4487
chr4,5016313,5021199,54360
chr4,86396267,86923823,83478
chr4,47916159,48042188,152519
chr4,47937994,48018689,1259
chr4,5053169,5502725,55351
chr4,48068410,48136273,7294
chr4,86936276,87515284,5602
chr4,5544499,5711275,132884
chr4,48137800,48271881,7006
chr4,48343339,48428229,57606
chr4,5712924,5830772,2121
chr4,48485360,48491213,201780
chr4,48492269,48496406,326340
chr4,5749811,5894785,1400
chr4,48499378,48782339,285527
chr4,5958845,5991545,389197
chr4,6027926,6202318,152789
chr4,6271576,6304992,7466
chr4,6322305,6565327,5522
chr4,87744621,87770416,345274
chr4,6576902,6625089,23324
chr4,87797358,87857354,132989
chr4,48807229,48863834,54940
chr4,87856154,88062206,4299
chr4,6641818,6644472,93621
chr4,6694796,6698897,6286
chr4,6709428,6711607,114932
chr4,6717842,6719387,55330
chr4,6783102,6885897,9778
chr4,6910969,7034845,57533
chr4,88081255,88161466,57563
chr4,48887036,48908954,132299
chr4,88224941,88244058,345275
chr4,7042579,7044728,257236
chr4,7043626,7059679,93624
chr4,7060633,7069924,80273
chr4,48988264,49064098,80157
chr4,7194265,7744554,57537
chr4,52709166,52783003,23142
chr4,7432022,7436700,768239
chr4,7760441,7941653,60312
chr4,52859868,52883786,339977
chr4,88257762,88312538,51170
chr4,7967039,8160559,84448
chr4,52886872,52904648,6443
chr4,88343734,88380606,53343
chr4,52917497,52963458,132671
chr4,88394487,88452213,8404
chr4,88529681,88538062,1834
chr4,88571459,88585513,1758
chr4,88720733,88733074,3381
chr4,53457138,53525502,64854
chr4,53588785,53617807,100288413
chr4,53728457,53733000,65997
chr4,53739149,54232242,152579
chr4,8183799,8243530,54436
chr4,88742563,88767969,56955
chr4,54243810,55161439,81608
chr4,8271492,8308838,94031
chr4,88896819,88904562,6696
chr4,54325468,54567572,84708
chr4,8368009,8442450,8310
chr4,88928820,88998929,5311
chr4,54875956,54930857,26511
chr4,89011416,89152474,9429
chr4,54965690,54968672,170825
chr4,55095264,55164414,5156
chr4,8437867,8495258,152992
chr4,8560452,8621486,27201
chr4,89178772,89205921,152926
chr4,55524085,55606881,3815
chr4,8594387,8621488,8532
chr4,89299891,89364263,55008
chr4,55944644,55991756,3791
chr4,8847802,8873543,3166
chr4,9212383,9228214,100287238
chr4,9212383,9213975,100287144
chr4,9217131,9218723,100287178
chr4,9221878,9223470,100287205
chr4,9236111,9237700,100288520
chr4,9245605,9247197,100287327
chr4,9250356,9251948,100287364
chr4,9255104,9256696,100287404
chr4,9259850,9261442,100287441
chr4,9264598,9266190,100287478
chr4,9269345,9270937,100287513
chr4,56212276,56239263,79644
chr4,9326891,9328483,728419
chr4,9331637,9333229,728419
chr4,9336384,9337976,728419
chr4,9345874,9347466,728419
chr4,9350619,9352211,728419
chr4,9355364,9356956,728419
chr4,9364855,9366447,728419
chr4,9326891,9328483,728405
chr4,9331637,9333229,728405
chr4,9336384,9337976,728405
chr4,9345874,9347466,728405
chr4,9350619,9352211,728405
chr4,9355364,9356956,728405
chr4,9364855,9366447,728405
chr4,9326891,9328483,728400
chr4,9331637,9333229,728400
chr4,9336384,9337976,728400
chr4,9345874,9347466,728400
chr4,9350619,9352211,728400
chr4,9355364,9356956,728400
chr4,9364855,9366447,728400
chr4,9326891,9328483,728393
chr4,9331637,9333229,728393
chr4,9336384,9337976,728393
chr4,9345874,9347466,728393
chr4,9350619,9352211,728393
chr4,9355364,9356956,728393
chr4,9364855,9366447,728393
chr4,9326891,9328483,728379
chr4,9331637,9333229,728379
chr4,9336384,9337976,728379
chr4,9345874,9347466,728379
chr4,9350619,9352211,728379
chr4,9355364,9356956,728379
chr4,9364855,9366447,728379
chr4,9326891,9328483,728373
chr4,9331637,9333229,728373
chr4,9336384,9337976,728373
chr4,9345874,9347466,728373
chr4,9350619,9352211,728373
chr4,9355364,9356956,728373
chr4,9364855,9366447,728373
chr4,9326891,9328483,728369
chr4,9331637,9333229,728369
chr4,9336384,9337976,728369
chr4,9345874,9347466,728369
chr4,9350619,9352211,728369
chr4,9355364,9356956,728369
chr4,9364855,9366447,728369
chr4,9341129,9342721,728386
chr4,56262124,56319564,55858
chr4,89378268,89427314,51191
chr4,9446260,9452240,100129216
chr4,9446260,9452240,644414
chr4,9772777,10056560,56606
chr4,89442136,89444964,100996939
chr4,89442136,89444964,84992
chr4,89442724,89442940,84992
chr4,89442199,89629693,8916
chr4,10075963,10118573,9948
chr4,56294070,56413305,9575
chr4,89617066,89619386,266812
chr4,89647106,90032549,10144
chr4,56422692,56458379,132954
chr4,56461396,56502865,10874
chr4,10441498,10459034,85460
chr4,56719782,56771200,55763
chr4,10488019,10686489,116449
chr4,90033968,90036050,166815
chr4,90157537,90229161,285513
chr4,90645250,90759466,6622
chr4,11394774,11431389,9957
chr4,13362978,13485989,9364
chr4,13542454,13546674,579
chr4,13570362,13629347,259282
chr4,90800683,90875780,22915
chr4,56815037,56899529,9662
chr4,91048686,92523064,401145
chr4,93225550,94695707,2895
chr4,57036361,57194791,57482
chr4,94750042,94751221,474
chr4,15004298,15071777,132864
chr4,57204456,57253666,132949
chr4,95128762,95212443,56916
chr4,15341442,15447790,114905
chr4,95219686,95264027,27306
chr4,57259528,57301781,5471
chr4,15471489,15603180,57545
chr4,95373037,95589377,10611
chr4,57301907,57327534,10606
chr4,57333081,57369839,6731
chr4,15606162,15683302,26234
chr4,57371509,57390614,132946
chr4,57396775,57469673,100506564
chr4,57514155,57548065,84525
chr4,95679119,96079599,658
chr4,57676026,57687908,6691
chr4,96083655,96470357,8633
chr4,57774075,57802010,5978
chr4,15683285,15707188,285550
chr4,57829536,57844989,84273
chr4,96761239,96762625,5161
chr4,98105244,99064391,285555
chr4,15704573,15739936,683
chr4,57843888,57897334,5431
chr4,99182535,99365012,5910
chr4,15779898,15854853,952
chr4,57896939,57976551,3490
chr4,15937192,15940363,9982
chr4,15961866,15970932,83888
chr4,99391518,99579780,10098
chr4,15964699,16086001,8842
chr4,99792835,99851788,1977
chr4,99916771,99983964,23173
chr4,62066976,62944053,23284
chr4,99992132,100009952,128
chr4,100044808,100078949,127
chr4,65140975,65275186,253017
chr4,100123795,100140694,130
chr4,100197524,100212185,124
chr4,66185281,66536213,2044
chr4,100226121,100242558,125
chr4,68337521,68411324,1060
chr4,100257649,100274184,126
chr4,100333418,100356894,131
chr4,100432161,100463460,84103
chr4,100467866,100485189,93587
chr4,100484918,100545156,4547
chr4,68424446,68473055,26228
chr4,68478370,68566897,55236
chr4,68605046,68620078,2798
chr4,100557686,100575805,285556
chr4,100737990,100791311,27071
chr4,100799493,100815647,8649
chr4,68686594,68749750,9407
chr4,100817405,100867883,79982
chr4,68775103,68829858,339967
chr4,68918916,68995598,389208
chr4,69092371,69111438,132724
chr4,100869243,100871545,3015
chr4,69176105,69215807,91746
chr4,101107027,101111939,115265
chr4,101316498,101801283,51705
chr4,69313167,69363322,28983
chr4,69402902,69434245,7367
chr4,69512348,69536346,7366
chr4,101944566,102269435,5530
chr4,69681711,69696914,7365
chr4,69794181,69817509,79799
chr4,69917081,69978705,7364
chr4,70065669,70080449,10720
chr4,102332443,102995969,55024
chr4,70146217,70160768,54490
chr4,103172198,103352415,64116
chr4,70345883,70391732,7363
chr4,70454135,70518965,10941
chr4,70454912,70518967,10941
chr4,70586880,70653679,27284
chr4,70676498,70725870,6783
chr4,103422486,103538459,4790
chr4,70796799,70812289,1446
chr4,103552660,103682151,4126
chr4,70820974,70826725,1447
chr4,70861647,70868287,6779
chr4,70894130,70902255,3347
chr4,70916119,70924562,3346
chr4,103715540,103790053,7323
chr4,70999333,71042516,401137
chr4,71062213,71070293,54959
chr4,71091788,71100969,260436
chr4,71108305,71117145,1448
chr4,71200683,71202833,85438
chr4,71226478,71232875,26952
chr4,71235810,71255961,10879
chr4,71263599,71275911,58503
chr4,71296209,71348714,4589
chr4,71384257,71398459,401138
chr4,71457973,71473005,258
chr4,103790135,103810399,493856
chr4,71494461,71552533,10117
chr4,71521258,71547534,3512
chr4,103806205,103940896,150159
chr4,71554196,71556267,57050
chr4,71569921,71673032,22902
chr4,103941025,104006986,133308
chr4,104000592,104021040,56898
chr4,71681499,71705662,2926
chr4,104026963,104119566,1062
chr4,71768043,71888166,92597
chr4,71858255,71896631,1633
chr4,104507188,104640973,6870
chr4,105389469,105416058,80319
chr4,72053003,72437804,8671
chr4,106067032,106200973,54790
chr4,106290234,106395238,27068
chr4,106473777,106629250,54848
chr4,106603784,106817143,57117
chr4,106629935,106768885,79807
chr4,106815932,106925184,255743
chr5,110073837,110100857,91137
chr5,124410358,124410673,401397
chr5,133541305,133706738,51265
chr5,125695824,125832186,65983
chr5,140894583,140998622,1729
chr5,127039082,127277326,728586
chr5,68389473,68426896,64924
chr5,96211643,96255420,64167
chr5,154237113,154256353,9337
chr5,37288239,37371283,9631
chr5,131593364,131609147,8572
chr5,33523640,33892297,81792
chr5,110405760,110413722,85480
chr5,10275987,10308138,134147
chr5,110427414,110466200,134430
chr5,79783788,79838382,167555
chr5,90664541,90679176,57561
chr5,96271098,96373219,4012
chr5,125877533,125931110,501
chr5,35617946,35814713,79925
chr5,131630136,131679899,6583
chr5,10353815,10440500,10299
chr5,17065707,17276943,10409
chr5,154266976,154317769,25929
chr5,131705444,131731306,6584
chr5,19473060,20575982,1016
chr5,79852574,79866307,340120
chr5,68462837,68474072,891
chr5,79922047,79950802,1719
chr5,96427574,96478576,167410
chr5,135527156,135528822,389332
chr5,33936491,33939023,51289
chr5,21750782,22853731,1010
chr5,37379314,37753537,55100
chr5,133706870,133727683,7320
chr5,141000443,141016437,8841
chr5,68485375,68506184,64946
chr5,133737778,133747589,91368
chr5,68513587,68525956,92259
chr5,133860003,133918918,23338
chr5,96496571,96518964,55781
chr5,68530668,68573250,1022
chr5,138700366,138705406,51247
chr5,138677276,138705406,51247
chr5,131817301,131826490,3659
chr5,154320630,154348971,29093
chr5,79950467,80172279,4437
chr5,92919043,92930321,7025
chr5,33944721,33984835,51151
chr5,133936834,133984961,51128
chr5,98104354,98134347,285704
chr5,154393260,154397685,285643
chr5,155297354,156194799,6444
chr5,110559351,110830584,814
chr5,98190908,98262240,1105
chr5,92953775,93447404,83989
chr5,37812779,37839788,2668
chr5,156346293,156390266,91937
chr5,156456424,156486130,26762
chr5,33986283,34008220,23600
chr5,131877136,131892530,3567
chr5,110831731,110848288,134429
chr5,23507264,23528706,56979
chr5,156512843,156569880,84868
chr5,125935960,125962944,51808
chr5,68576002,68628636,202243
chr5,133984479,134063513,10802
chr5,131891711,131980313,10111
chr5,38258511,38465123,133584
chr5,93070508,93077343,134187
chr5,134074191,134087847,819
chr5,10441636,10472141,83853
chr5,93488671,93954309,285600
chr5,77656339,77776562,9522
chr5,125967414,125971979,389320
chr5,156564423,156586030,9443
chr5,126112315,126172712,4001
chr5,156569944,156682201,3702
chr5,10564442,10650308,651746
chr5,80256491,80525975,5924
chr5,134094469,134190823,9879
chr5,177612720,177614300,64396
chr5,141016517,141020644,285613
chr5,68646811,68665840,102157402
chr5,68646811,68665840,6880
chr5,93954052,94075141,84250
chr5,34019553,34043937,114899
chr5,126203406,126366500,115123
chr5,10679342,10761384,1611
chr5,110998318,111333161,9315
chr5,148872949,148884233,1452
chr5,148871760,148931007,1452
chr5,24487209,24645087,1008
chr5,141018869,141030986,89848
chr5,156588857,156593275,153745
chr5,35852797,35879705,3575
chr5,68665120,68710628,5884
chr5,10971952,11904155,1501
chr5,126378250,126409184,401207
chr5,156693089,156822606,26999
chr5,38475065,38608456,3977
chr5,126626523,126801429,84466
chr5,99871009,99922445,345757
chr5,26880709,27121257,1007
chr5,141032968,141061788,64411
chr5,111478138,111755013,64097
chr5,31193857,31329253,1004
chr5,156277549,156279539,153743
chr5,100142639,100238970,7903
chr5,35904397,35938881,133690
chr5,101569690,101632253,353189
chr5,80529104,80562216,1160
chr5,134181370,134195427,134553
chr5,94039446,94620279,79772
chr5,134209493,134237215,79770
chr5,34656342,34832732,26064
chr5,131991955,131996802,3596
chr5,35951112,36001130,133688
chr5,101707486,101834720,133482
chr5,134240596,134343649,84105
chr5,126853301,126890781,133619
chr5,31400604,31532303,29102
chr5,80597409,80609116,84240
chr5,36035119,36071460,167127
chr5,112043195,112181936,324
chr5,141232938,141258811,5097
chr5,132009678,132018368,3565
chr5,134303596,134347392,347732
chr5,36098514,36152063,92255
chr5,102089685,102366809,5066
chr5,134363425,134370503,5307
chr5,132028320,132073330,11127
chr5,141303373,141321612,9812
chr5,38845960,38945698,9180
chr5,126984736,126994322,613212
chr5,134669590,134735604,9555
chr5,127419458,127525380,6558
chr5,13690440,13944652,1767
chr5,156768608,156772729,408263
chr5,156822542,157002783,8728
chr5,80625824,80689998,134526
chr5,36152091,36184421,6502
chr5,132083137,132089856,645121
chr5,132086509,132142933,23176
chr5,141323150,141349304,51294
chr5,141337893,141369856,9604
chr5,80708840,81047616,23635
chr5,112196919,112205485,6728
chr5,112227313,112228791,6728
chr5,94727048,94786158,153643
chr5,38938021,39074510,253260
chr5,156887027,156901725,348938
chr5,141371314,141392606,10007
chr5,112212084,112258236,7905
chr5,94799599,94890711,9652
chr5,68710939,68740157,153562
chr5,157052687,157098488,11063
chr5,34838938,34899561,153657
chr5,68788119,68853931,100506658
chr5,157098561,157107151,100190949
chr5,157158205,157168456,54974
chr5,127593601,127994878,2201
chr5,36192694,36242381,133686
chr5,157170703,157187717,134353
chr5,157212751,157286183,9685
chr5,81267844,81572676,83734
chr5,134779905,134783038,140947
chr5,134779908,134788089,497189
chr5,112312399,112356667,167227
chr5,132149033,132152488,134548
chr5,134869991,134871639,4762
chr5,34905369,34919094,5810
chr5,134906373,134914969,9547
chr5,132157833,132166590,134549
chr5,135170338,135224326,153328
chr5,14143811,14532235,7204
chr5,158122928,158526769,1879
chr5,141488070,141534005,80762
chr5,39105338,39274630,2533
chr5,94890778,94940768,153642
chr5,141689992,141706020,81848
chr5,141971743,142077617,2246
chr5,112357796,112824527,4163
chr5,81569177,81574396,6228
chr5,94955782,94957846,285601
chr5,31532373,31555165,55322
chr5,34915481,34926101,55299
chr5,135227935,135231516,3578
chr5,68856035,68890550,728340
chr5,70330784,70363516,728340
chr5,94982458,95020477,317671
chr5,127873706,128369335,28965
chr5,81575281,81682796,92270
chr5,132196873,132202576,2661
chr5,82348665,82373682,153339
chr5,135257968,135290723,3950
chr5,36248536,36302216,202151
chr5,132202252,132203723,27089
chr5,142149949,142608576,23092
chr5,158584417,158637061,153830
chr5,132208014,132210738,116842
chr5,69321074,69338940,728492
chr5,70196492,70214357,728492
chr5,69321074,69338940,8293
chr5,70196492,70214357,8293
chr5,128430444,128449721,51015
chr5,132211071,132299326,27125
chr5,158690089,158713044,134510
chr5,112768251,112770728,83942
chr5,112849380,112930982,64848
chr5,94987885,95034415,83890
chr5,158741791,158757895,3593
chr5,82373317,82649606,7518
chr5,128795958,129074376,171019
chr5,159343790,159399551,147
chr5,135364584,135399507,7045
chr5,31639517,32111037,23037
chr5,159436120,159492550,7265
chr5,129083772,129102425,100127206
chr5,95049226,95160087,22836
chr5,142657496,142815077,2908
chr5,34929698,34959069,134218
chr5,69345350,69374349,6607
chr5,70220768,70249769,6607
chr5,69345350,69374349,6606
chr5,70220768,70249769,6606
chr5,129240165,129522327,337876
chr5,130494720,130507428,3094
chr5,130506503,130541119,90624
chr5,36606457,36688436,6507
chr5,102421704,102455855,54826
chr5,159488808,159546430,114825
chr5,159614374,159665742,2172
chr5,82767284,82878122,1462
chr5,95087023,95158709,2745
chr5,39284364,39424970,735
chr5,159678659,159772403,79616
chr5,132332677,132362296,54819
chr5,159774758,159797648,114898
chr5,130581186,130734140,56990
chr5,102455853,102548500,23262
chr5,113696642,113832337,3781
chr5,95220802,95297775,22936
chr5,159820155,159827104,63920
chr5,159828648,159848718,10569
chr5,39371780,39462402,1601
chr5,34998206,35048198,64902
chr5,132387654,132442141,3308
chr5,135468534,135524435,4090
chr5,114460459,114516243,55521
chr5,143191726,143200284,57824
chr5,95726119,95769847,5122
chr5,143537723,143550278,81555
chr5,130759614,130970929,51735
chr5,143550396,143865249,57528
chr5,159848829,159855748,9232
chr5,32124810,32174456,64083
chr5,159990127,160279221,23120
chr5,36876861,37066515,25836
chr5,144851362,145214932,153768
chr5,82933624,83017432,1404
chr5,114546527,114598569,5229
chr5,135548999,135732730,57113
chr5,32227100,32313115,54545
chr5,83236373,83680611,10085
chr5,114602885,114632528,153733
chr5,132532147,132948255,23105
chr5,35048861,35230794,5618
chr5,40679600,40693837,5734
chr5,40714577,40756077,23548
chr5,40759481,40798476,5562
chr5,145239296,145252531,643226
chr5,136310987,136934068,6695
chr5,145316142,145461354,153769
chr5,145463949,145483932,153770
chr5,136953189,137071779,26249
chr5,160974069,161129599,2559
chr5,85913721,85916779,1350
chr5,145492601,145562223,51520
chr5,14581884,14615116,54491
chr5,114856608,114880591,56929
chr5,70264310,70320941,4671
chr5,133291201,133304478,56951
chr5,114914339,114961876,353376
chr5,114914339,114961858,353376
chr5,133307606,133340824,7416
chr5,114949205,114968689,51014
chr5,161274197,161326975,2554
chr5,14664773,14699820,90268
chr5,102594403,102614361,90355
chr5,102884556,102898494,83594
chr5,115140430,115152651,1036
chr5,14704910,14871887,56172
chr5,106712590,107006596,1946
chr5,107194736,107717799,64839
chr5,37106330,37249530,65250
chr5,40825364,40835437,6167
chr5,115163893,115177555,9140
chr5,32354456,32444867,51663
chr5,40841286,40860275,84674
chr5,130977407,131132710,96459
chr5,40909354,40983041,730
chr5,70330784,70363516,2966
chr5,15500305,15939900,23194
chr5,86563705,86687748,5921
chr5,115177178,115249778,1176
chr5,133450402,133487556,6932
chr5,16067248,16180871,441061
chr5,162864575,162873157,900
chr5,40998119,41071444,133558
chr5,108083523,108532542,2241
chr5,16451628,16465901,90441
chr5,145583113,145718814,54439
chr5,162873532,162887146,134492
chr5,137087075,137090039,10949
chr5,137203480,137223540,9499
chr5,16473147,16617167,54463
chr5,162887209,162918947,3161
chr5,108670410,108745695,9867
chr5,109025067,109205326,4124
chr5,137223657,137278436,27039
chr5,131142683,131347936,23305
chr5,115298151,115363316,206338
chr5,95860971,96115299,831
chr5,145718587,145720083,5459
chr5,145826874,145891524,10915
chr5,137273649,137387650,51306
chr5,16665395,16936372,4651
chr5,162930120,162946342,27430
chr5,109624934,110074657,642987
chr5,137419581,137428054,7478
chr5,32531739,32604185,10923
chr5,166711804,167691162,57451
chr5,137450866,137475132,8382
chr5,86687311,86708836,902
chr5,115387163,115395815,644100
chr5,145892666,145895753,134391
chr5,115420688,115748459,51397
chr5,145967936,146464347,5521
chr5,70751442,70863649,55814
chr5,140373,190085,153478
chr5,133484633,133512729,6500
chr5,115779312,115910630,57556
chr5,137475455,137514675,10902
chr5,87485450,87565293,153396
chr5,167718656,167899308,23286
chr5,191626,195468,389257
chr5,32689176,32791819,4883
chr5,167913450,167946304,5917
chr5,146614526,146767415,202374
chr5,133530025,133561833,5515
chr5,146770374,146889619,1809
chr5,196986,218330,133957
chr5,131396222,131398897,3562
chr5,218356,256815,6389
chr5,131409483,131411859,1437
chr5,118173017,118324240,285605
chr5,131527531,131631008,8974
chr5,146967990,147162338,9832
chr5,118373467,118584833,1657
chr5,88013975,88199922,4208
chr5,41142336,41261540,729
chr5,167975500,168006605,79646
chr5,168088745,168728133,6586
chr5,33440802,33469644,6897
chr5,41307056,41510730,345557
chr5,271736,353971,10016
chr5,41730167,41870621,5019
chr5,70883115,70954531,64087
chr5,118604387,118735383,25816
chr5,137514408,137523404,10112
chr5,147204131,147211349,6690
chr5,169010638,169031782,54908
chr5,304291,438406,57491
chr5,71014990,71016875,9607
chr5,147250245,147261754,117156
chr5,41904290,41921738,285636
chr5,147260289,147286101,389336
