ENSGID,ENTREZ,CHR,START,END,EXON_LENGTH,GENESIZE,EXON_RATIO
ENSG00000169139,7336,8,48920960,48977268,5956,56309,0.1057735
ENSG00000034239,79645,8,49623348,49647870,4102,24523,0.167271541
ENSG00000179388,1960,8,22545172,22550815,4449,5644,0.78827073
ENSG00000134020,157310,8,22570769,22857513,1212,286745,0.004226752
ENSG00000185803,79581,8,145577795,145584932,2394,7138,0.335388064
ENSG00000008853,23221,8,22844930,22877712,5869,32783,0.179025715
ENSG00000182325,26233,8,145579091,145583036,1785,3946,0.452356817
ENSG00000019549,6591,8,49830249,49834299,2282,4051,0.563317699
ENSG00000168333,492307,8,49966870,49988649,2059,21780,0.094536272
ENSG00000034677,25897,8,101269288,101348446,5408,79159,0.068318195
ENSG00000147481,54212,8,50822349,51706678,3855,884330,0.004359232
ENSG00000186106,157567,8,101521980,101572012,4493,50033,0.089800732
ENSG00000174226,169166,8,101585116,101675643,2932,90528,0.03238777
ENSG00000173137,203054,8,145596790,145618457,2132,21668,0.098393945
ENSG00000120889,8795,8,22877646,22926692,4146,49047,0.084531164
ENSG00000147316,79648,8,6264113,6501144,4178,237032,0.017626312
ENSG00000070756,26986,8,101698044,101735037,4246,36994,0.114775369
ENSG00000147485,137902,8,52232138,52722005,4805,489868,0.009808765
ENSG00000091879,285,8,6357172,6420930,6784,63759,0.106400665
ENSG00000071894,102466749,8,145618444,145634753,4626,16310,0.283629675
ENSG00000071894,100302196,8,145618444,145634753,4626,16310,0.283629675
ENSG00000071894,100126351,8,145618444,145634753,4626,16310,0.283629675
ENSG00000071894,29894,8,145618444,145634753,4626,16310,0.283629675
ENSG00000155189,55326,8,6565878,6617184,3682,51307,0.071764087
ENSG00000168300,115294,8,52730140,52811735,5904,81596,0.072356488
ENSG00000164825,1672,8,6728097,6735544,478,7448,0.064178303
ENSG00000164822,1671,8,6782215,6783598,469,1384,0.338872832
ENSG00000164821,1669,8,6793344,6795860,617,2517,0.245133095
ENSG00000206047,728358,8,6835171,6837602,486,2432,0.199835526
ENSG00000206047,1667,8,6835171,6837602,486,2432,0.199835526
ENSG00000240247,728358,8,6854288,6875778,526,21491,0.024475362
ENSG00000240247,1667,8,6854288,6875778,526,21491,0.024475362
ENSG00000239839,728358,8,6873391,6875823,498,2433,0.204685573
ENSG00000239839,1668,8,6873391,6875823,498,2433,0.204685573
ENSG00000239839,1667,8,6873391,6875823,498,2433,0.204685573
ENSG00000164816,1670,8,6912831,6914256,444,1426,0.311360449
ENSG00000215372,100131980,8,7213039,7243080,3644,30042,0.121296851
ENSG00000177257,100289462,8,7272382,7274385,332,2004,0.165668663
ENSG00000177257,1673,8,7272382,7274385,332,2004,0.165668663
ENSG00000177243,414325,8,7286410,7287870,518,1461,0.354551677
ENSG00000177243,55894,8,7286410,7287870,518,1461,0.354551677
ENSG00000164871,653423,8,7300206,7321196,1869,20991,0.089038159
ENSG00000164871,10407,8,7300206,7321196,1869,20991,0.089038159
ENSG00000177023,503618,8,7327830,7332604,281,4775,0.058848168
ENSG00000177023,140596,8,7327830,7332604,281,4775,0.058848168
ENSG00000187082,503841,8,7340026,7343922,316,3897,0.081088016
ENSG00000187082,245909,8,7340026,7343922,316,3897,0.081088016
ENSG00000186599,504180,8,7345191,7347115,331,1925,0.171948052
ENSG00000186599,245908,8,7345191,7347115,331,1925,0.171948052
ENSG00000173535,8794,8,22941868,22974950,2475,33083,0.074811837
ENSG00000173530,8793,8,22993101,23021543,3538,28443,0.124389129
ENSG00000198129,503614,8,7353368,7366833,389,13466,0.028887569
ENSG00000198129,245910,8,7353368,7366833,389,13466,0.028887569
ENSG00000255251,100133251,8,7397150,7399972,1587,2823,0.562167906
ENSG00000255251,100131608,8,7397150,7399972,1587,2823,0.562167906
ENSG00000104689,8797,8,23047965,23082639,2882,34675,0.083114636
ENSG00000255378,100133251,8,7636113,7638935,1587,2823,0.562167906
ENSG00000255378,100131608,8,7636113,7638935,1587,2823,0.562167906
ENSG00000186572,503614,8,7669242,7673238,389,3997,0.097322992
ENSG00000186572,245910,8,7669242,7673238,389,3997,0.097322992
ENSG00000186562,504180,8,7679488,7681411,330,1924,0.171517672
ENSG00000186562,245908,8,7679488,7681411,330,1924,0.171517672
ENSG00000186579,503841,8,7682694,7686575,303,3882,0.07805255
ENSG00000186579,245909,8,7682694,7686575,303,3882,0.07805255
ENSG00000176782,503618,8,7693993,7698764,281,4772,0.058885163
ENSG00000176782,140596,8,7693993,7698764,281,4772,0.058885163
ENSG00000178287,653423,8,7705398,7726389,1869,20992,0.089033918
ENSG00000178287,10407,8,7705398,7726389,1869,20992,0.089033918
ENSG00000147457,91782,8,23101150,23119512,3621,18363,0.197190002
ENSG00000176797,414325,8,7738726,7740186,518,1461,0.354551677
ENSG00000176797,55894,8,7738726,7740186,518,1461,0.354551677
ENSG00000171711,100289462,8,7752151,7754233,380,2083,0.182429189
ENSG00000171711,1673,8,7752151,7754233,380,2083,0.182429189
ENSG00000215356,100132396,8,7783859,7812271,3588,28413,0.126280224
ENSG00000104679,203069,8,23127633,23153792,2121,26160,0.081077982
ENSG00000253958,137075,8,8559448,8561616,2169,2169,1
ENSG00000147324,9258,8,8640864,8751155,6414,110292,0.058154717
ENSG00000104626,90459,8,8859657,8974256,5034,114600,0.043926702
ENSG00000147804,55630,8,145635126,145642279,2595,7154,0.362734135
ENSG00000134013,4017,8,23154702,23282841,4141,128140,0.032316217
ENSG00000160948,51160,8,145649000,145653931,1378,4932,0.279399838
ENSG00000147488,9705,8,53023399,53373519,6380,350121,0.018222272
ENSG00000197217,9583,8,23243296,23315208,6244,71913,0.086827138
ENSG00000160949,4796,8,145654165,145669827,4502,15663,0.287428973
ENSG00000196711,389658,8,53446597,53478067,1217,31471,0.038670522
ENSG00000023287,9821,8,53535016,53658403,6964,123388,0.056439848
ENSG00000147454,51312,8,23386318,23432976,4823,46659,0.103366982
ENSG00000183729,2831,8,53850991,53853677,2687,2687,1
ENSG00000082556,4986,8,54138284,54164257,5556,25974,0.213906214
ENSG00000167034,4824,8,23536206,23540440,3271,4235,0.772373081
ENSG00000180053,137814,8,23559964,23564111,906,4148,0.218418515
ENSG00000159167,6781,8,23699428,23712320,4149,12893,0.321802529
ENSG00000042980,10863,8,24151553,24216531,7899,64979,0.121562351
ENSG00000047249,51606,8,54628117,54756118,3286,128002,0.025671474
ENSG00000164924,7534,8,101928753,101965616,6842,36864,0.185601128
ENSG00000120963,51123,8,102190106,102218421,6604,28316,0.233225032
ENSG00000147509,8601,8,54764368,54871863,2317,107496,0.02155429
ENSG00000083307,79977,8,102504660,102681954,5299,177295,0.02988804
ENSG00000134028,27299,8,24241798,24263526,2438,21729,0.112200285
ENSG00000104490,83988,8,102698771,103137135,5834,438365,0.013308544
ENSG00000069206,8756,8,24298443,24384483,4483,86041,0.052103067
ENSG00000187735,6917,8,54879112,54935089,3474,55978,0.062060095
ENSG00000048392,50484,8,103216730,103251346,5148,34617,0.14871306
ENSG00000104722,4741,8,24770525,24776607,4377,6083,0.719546277
ENSG00000147459,80005,8,25042238,25275598,13836,233361,0.059290113
ENSG00000120992,10434,8,54958938,55014577,2768,55640,0.049748382
ENSG00000104517,51366,8,103265240,103425069,10503,159830,0.065713571
ENSG00000137547,29088,8,55047770,55060461,1188,12692,0.093602269
ENSG00000164736,64321,8,55370495,55373448,2342,2954,0.79282329
ENSG00000104237,6101,8,55528627,55543394,7100,14768,0.480769231
ENSG00000206579,114786,8,56014949,56454613,19880,439665,0.045216244
ENSG00000147437,2796,8,25276776,25282170,1762,5395,0.326598703
ENSG00000104756,54793,8,25285366,25315992,3398,30627,0.110947856
ENSG00000167904,137695,8,56608983,56685966,4932,76984,0.06406526
ENSG00000253633,,8,103540968,103550896,592,9929,0.059623326
ENSG00000155087,4956,8,103563800,103573245,1042,9446,0.110311243
ENSG00000155090,7071,8,103661007,103668130,4003,7124,0.561903425
ENSG00000184661,157313,8,25316513,25365436,3814,48924,0.077957649
ENSG00000137574,96764,8,56685701,56738007,3782,52307,0.072303898
ENSG00000221818,64641,8,25699246,25902913,5442,203668,0.026719956
ENSG00000155096,51582,8,103838585,103906092,5122,67508,0.075872489
ENSG00000254087,4067,8,56792372,56923940,3200,131569,0.024321839
ENSG00000221914,5520,8,26149007,26230196,4313,81190,0.053122306
ENSG00000008988,26795,8,56979854,56987069,2640,7216,0.365853659
ENSG00000008988,6224,8,56979854,56987069,2640,7216,0.365853659
ENSG00000104765,665,8,26240414,26363152,4215,122739,0.034341163
ENSG00000172680,4342,8,57025501,57026541,1041,1041,1
ENSG00000181690,5324,8,57073463,57123883,7343,50421,0.145633764
ENSG00000155097,528,8,104033291,104085279,5655,51989,0.10877301
ENSG00000236939,,8,104145191,104153703,513,8513,0.060260778
ENSG00000164929,79870,8,104152938,104242533,3082,89596,0.034398857
ENSG00000170791,79145,8,57124245,57131357,2770,7113,0.389427808
ENSG00000240694,10687,8,26362202,26371608,4965,9407,0.527798448
ENSG00000092964,1808,8,26371791,26515694,5443,143904,0.037823827
ENSG00000164930,8323,8,104310661,104345094,3926,34434,0.114015218
ENSG00000164932,115908,8,104383743,104395225,1776,11483,0.154663415
ENSG00000164933,81034,8,104410863,104427417,2891,16555,0.174630021
ENSG00000170786,195814,8,57212569,57233335,3279,20767,0.157894737
ENSG00000181195,5179,8,57349233,57359293,2984,10061,0.296590796
ENSG00000164934,25879,8,104426942,104455681,4292,28740,0.1493389
ENSG00000120907,148,8,26605667,26724790,4960,119124,0.041637286
ENSG00000104331,54928,8,57870492,57906403,7485,35912,0.208426153
ENSG00000169122,90362,8,58907068,59116838,3438,209771,0.016389301
ENSG00000015592,81551,8,27092840,27115937,3007,23098,0.130184432
ENSG00000215114,137886,8,59323823,59364060,5317,40238,0.132138774
ENSG00000167910,1581,8,59402737,59412795,2950,10059,0.293269709
ENSG00000137575,6386,8,59465483,59495419,3682,29937,0.122991616
ENSG00000176406,9699,8,104512976,105268322,10685,755347,0.014145816
ENSG00000104228,23087,8,27142404,27168836,4229,26433,0.159989407
ENSG00000035681,8439,8,59496063,59572403,3909,76341,0.051204464
ENSG00000147647,1807,8,105342552,105479281,2127,136730,0.015556206
ENSG00000164935,81501,8,105351315,105368917,1953,17603,0.110946998
ENSG00000147650,29967,8,105501459,105601252,4149,99794,0.041575646
ENSG00000120899,2185,8,27168999,27316903,6621,147905,0.044765221
ENSG00000169946,23414,8,106330920,106816760,5440,485841,0.011197079
ENSG00000198846,9760,8,59717977,60031767,4131,313791,0.013164814
ENSG00000178538,767,8,61099906,61193971,3812,94066,0.040524738
ENSG00000104388,5862,8,61429416,61536186,4755,106771,0.044534565
ENSG00000171316,55636,8,61591337,61779465,12073,188129,0.064174051
ENSG00000120903,1135,8,27317279,27337400,4550,20122,0.226120664
ENSG00000164830,55074,8,107282473,107764922,6273,482450,0.013002384
ENSG00000120915,2053,8,27348296,27403081,3141,54786,0.057332165
ENSG00000177182,157807,8,61969717,62414204,4227,444488,0.009509818
ENSG00000174429,137735,8,107771711,107782473,2755,10763,0.255969525
ENSG00000120885,1191,8,27454434,27472548,5003,18115,0.276179961
ENSG00000154188,284,8,108261721,108510283,4928,248563,0.01982596
ENSG00000198363,444,8,62413116,62627155,10372,214040,0.048458232
ENSG00000147655,340419,8,108911544,109095913,4152,184370,0.022519933
ENSG00000168077,51435,8,27491385,27534293,4031,42909,0.093942996
ENSG00000104408,3646,8,109213445,109447562,1993,234118,0.008512801
ENSG00000104412,9694,8,109455830,109499145,1406,43316,0.032459138
ENSG00000147419,55246,8,27590835,27630170,3625,39336,0.092154769
ENSG00000164841,157753,8,109619079,109799844,1741,180766,0.009631236
ENSG00000174417,7201,8,110098850,110131813,1678,32964,0.050904017
ENSG00000120526,84955,8,110253148,110346614,4347,93467,0.046508393
ENSG00000120533,56943,8,110346553,110358182,3042,11630,0.261564918
ENSG00000171320,157570,8,27629466,27670157,5029,40692,0.123586946
ENSG00000185942,286183,8,63161150,63912211,1988,751062,0.002646919
ENSG00000205038,93035,8,110374706,110542559,13187,167854,0.078562322
ENSG00000168078,55872,8,27667137,27695612,2151,28476,0.075537295
ENSG00000137563,8836,8,63927638,63951730,1607,24093,0.066699871
ENSG00000137561,7274,8,63961112,63998612,2338,37501,0.062345004
ENSG00000185728,253943,8,64081112,64125346,5518,44235,0.124742851
ENSG00000180828,27319,8,65492814,65496181,3368,3368,1
ENSG00000147654,9166,8,110551940,110578225,3390,26286,0.12896599
ENSG00000172817,9420,8,65500320,65711318,2202,210999,0.010436068
ENSG00000104442,55156,8,66514694,66546442,3408,31749,0.107341964
ENSG00000168079,286133,8,27727399,27850244,4435,122846,0.036102112
ENSG00000189233,389643,8,27879481,27941388,3978,61908,0.064256639
ENSG00000066855,9650,8,66556969,66683496,3063,126528,0.02420808
ENSG00000134014,55140,8,27947190,28048673,4196,101484,0.041346419
ENSG00000147642,55638,8,110586207,110704020,6108,117814,0.051844433
ENSG00000205268,5150,8,66629745,66754557,5894,124813,0.047222645
ENSG00000164794,27012,8,110975874,110988076,6979,12203,0.571908547
ENSG00000168081,5368,8,28174503,28200872,1409,26370,0.05343193
ENSG00000147570,85479,8,66933795,67012751,1383,78957,0.017515863
ENSG00000186918,55893,8,28203102,28260218,5563,57117,0.097396572
ENSG00000214050,157574,8,28205804,28347835,1594,142032,0.011222823
ENSG00000147573,84675,8,67039131,67087720,3000,48590,0.061741099
ENSG00000104290,7976,8,28351729,28431775,13770,80047,0.172023936
ENSG00000012232,2137,8,28457986,28613116,6770,155131,0.043640536
ENSG00000164796,114788,8,113235157,114449328,13441,1214172,0.011070096
ENSG00000147571,1392,8,67088620,67090960,1540,2341,0.657838531
ENSG00000179041,23212,8,67341263,67342966,1704,1704,1
ENSG00000104299,55756,8,28625178,28747759,3081,122582,0.025134196
ENSG00000147576,137872,8,67342420,67383836,2282,41417,0.055098148
ENSG00000147421,79618,8,28747911,28922281,4984,174371,0.028582735
ENSG00000169085,254778,8,67372238,67430759,3916,58522,0.066915006
ENSG00000197892,23303,8,28924796,29120641,9284,195846,0.047404593
ENSG00000185697,4603,8,67474410,67526482,5237,52073,0.100570353
ENSG00000120875,1846,8,29190581,29208185,7257,17605,0.41221244
ENSG00000104447,7227,8,116420724,116821899,11072,401176,0.027598859
ENSG00000147677,8667,8,117654369,117779164,5318,124796,0.042613545
ENSG00000133872,51669,8,29920528,29940723,2626,20196,0.130025748
ENSG00000147679,84294,8,117778742,117861702,4450,82961,0.053639662
ENSG00000175073,80124,8,67540722,67579452,9942,38731,0.256693605
ENSG00000213865,56260,8,67579850,67597799,2141,17950,0.119275766
ENSG00000104660,23484,8,29952914,30034724,5167,81811,0.063157766
ENSG00000164754,5885,8,117858174,117887105,5862,28932,0.202613024
ENSG00000177669,619373,8,29989340,30002202,1512,12863,0.117546451
ENSG00000104671,10671,8,30013813,30041156,1518,27344,0.055514921
ENSG00000104205,100533105,8,67624653,67774257,4783,149605,0.031970857
ENSG00000104205,100533105,8,67624653,67774257,4783,149605,0.031970857
ENSG00000104205,23678,8,67624653,67774257,4783,149605,0.031970857
ENSG00000104205,23678,8,67624653,67774257,4783,149605,0.031970857
ENSG00000157110,11030,8,30241944,30429778,5028,187835,0.026768174
ENSG00000178460,157777,8,67782984,67834283,6248,51300,0.121793372
ENSG00000205002,441376,8,117950438,117956726,2299,6289,0.365558912
ENSG00000164756,169026,8,117962512,118188953,5643,226442,0.024920289
ENSG00000197265,2961,8,30435835,30515768,1943,79934,0.024307554
ENSG00000261787,100129654,8,67858736,67874825,2450,16090,0.15226849
ENSG00000178125,286187,8,67876334,67968839,1612,92506,0.017425897
ENSG00000164758,90390,8,118532952,118552501,985,19550,0.050383632
ENSG00000182197,2131,8,118806729,119124092,8325,317364,0.026231709
ENSG00000253457,100507341,8,30496117,30503581,905,7465,0.121232418
ENSG00000121022,10987,8,67955314,67996018,2259,40705,0.055496868
ENSG00000104687,2936,8,30535583,30585443,3232,49861,0.0648202
ENSG00000177570,401474,8,119201698,119634234,10490,432537,0.024252261
ENSG00000164761,4982,8,119935796,119964439,2402,28644,0.083857003
ENSG00000184374,10584,8,120007691,120118821,1266,111131,0.011391961
ENSG00000104695,5516,8,30631973,30671830,2506,39858,0.0628732
ENSG00000133863,56154,8,30689060,30748122,10187,59063,0.172476847
ENSG00000136999,4856,8,120428546,120436593,2522,8048,0.313369781
ENSG00000172733,29942,8,30853321,30891231,3768,37911,0.099390678
ENSG00000104218,79848,8,67974661,68108498,5058,133838,0.037791957
ENSG00000165392,7486,8,30891317,31031285,5215,139969,0.03725825
ENSG00000157168,3084,8,31496902,32622548,6369,1125647,0.005658079
ENSG00000136960,5168,8,120569326,120685693,3615,116368,0.031065241
ENSG00000064313,6873,8,120743015,120845103,5204,102089,0.05097513
ENSG00000136982,79075,8,120846216,120868250,2314,22035,0.105014749
ENSG00000066777,10565,8,68085747,68255912,9856,170166,0.057919913
ENSG00000155792,64798,8,120885957,121063152,2569,177196,0.01449807
ENSG00000187955,7373,8,121072019,121384275,8022,312257,0.025690377
ENSG00000172728,84750,8,33228342,33330940,3913,102599,0.038138773
ENSG00000165078,57094,8,68334360,68658620,2390,324261,0.007370606
ENSG00000046889,80243,8,68864353,69149265,10750,284913,0.037730816
ENSG00000172172,28998,8,121393000,121457642,1206,64643,0.018656312
ENSG00000129696,80185,8,33330904,33371119,2734,40216,0.067982892
ENSG00000172167,27085,8,121457640,121554373,3059,96734,0.031622801
ENSG00000198042,84549,8,33342268,33358778,3991,16511,0.241717643
ENSG00000133874,79845,8,33405273,33424643,1868,19371,0.096432812
ENSG00000248801,,8,69215703,69243726,1600,28024,0.057093919
ENSG00000133878,78986,8,33448856,33457624,2046,8769,0.23332193
ENSG00000172164,6641,8,121547985,121825513,5486,277529,0.019767304
ENSG00000165084,116328,8,69242957,69731257,10335,488301,0.021165224
ENSG00000170961,3037,8,122624356,122653630,4190,29275,0.143125534
ENSG00000178764,22882,8,123793633,123986750,4714,193118,0.024409946
ENSG00000156687,137970,8,35092975,35654068,9478,561094,0.016892
ENSG00000136986,79139,8,124025404,124054663,3469,29260,0.118557758
ENSG00000156787,93594,8,124054208,124164393,6155,110186,0.055860091
ENSG00000137573,23213,8,70378859,70573150,6623,194292,0.034087868
ENSG00000215262,157855,8,36641842,36793646,3907,151805,0.025736965
ENSG00000183779,80139,8,37553269,37557537,3347,4269,0.784024362
ENSG00000183154,,8,37592279,37594944,2086,2666,0.782445611
ENSG00000147475,11160,8,37594117,37616619,8882,22503,0.394702928
ENSG00000147689,84985,8,124191200,124222314,5705,31115,0.183352081
ENSG00000147471,11212,8,37620111,37637283,2588,17173,0.150701683
ENSG00000189376,84933,8,124232196,124253638,1342,21443,0.062584526
ENSG00000137571,81796,8,70579282,70747299,9297,168018,0.055333357
ENSG00000259305,100533106,8,124238431,124279627,1255,41197,0.030463383
ENSG00000165156,11244,8,124260696,124287781,6298,27086,0.232518644
ENSG00000147596,63978,8,70963886,70983928,2443,20043,0.121887941
ENSG00000020181,25960,8,37641709,37702414,7061,60706,0.116314697
ENSG00000140396,10499,8,71021997,71316040,9241,294044,0.031427269
ENSG00000156802,29028,8,124332090,124428590,6101,96501,0.063222143
ENSG00000104221,55290,8,37700786,37707422,2731,6637,0.411481091
ENSG00000156675,80223,8,37716136,37756985,8754,40850,0.214296206
ENSG00000067167,23471,8,71485677,71520622,3709,34946,0.10613518
ENSG00000246366,,8,71520812,71575514,3716,54703,0.067930461
ENSG00000169154,137362,8,37791799,37797647,1579,5849,0.269960677
ENSG00000188778,155,8,37820516,37824483,2943,3968,0.741683468
ENSG00000187840,1978,8,37887859,37917883,1020,30025,0.03397169
ENSG00000156795,55093,8,124428965,124479470,1701,50506,0.033679167
ENSG00000147592,51110,8,71547553,71581409,1593,33857,0.047050831
ENSG00000129691,9070,8,37962760,38001594,3447,38835,0.088760139
ENSG00000221947,389668,8,71581600,71702606,3373,121007,0.02787442
ENSG00000156804,114907,8,124510129,124553446,6744,43318,0.155685858
ENSG00000104313,2138,8,72109668,72274467,4559,164800,0.027663835
ENSG00000175946,340359,8,124657767,124665190,1982,7424,0.266971983
ENSG00000104537,312,8,124693034,124749647,1745,56614,0.030822765
ENSG00000176853,157769,8,124780696,124827692,5640,46997,0.12000766
ENSG00000147465,6770,8,38001167,38008783,2004,7617,0.263095707
ENSG00000175324,27257,8,38020839,38034248,1147,13410,0.085533184
ENSG00000156735,9530,8,38034051,38070819,4754,36769,0.129293698
ENSG00000085788,23259,8,38082736,38133076,6257,50341,0.124292326
ENSG00000214814,654463,8,124864227,125132302,6058,268076,0.022598069
ENSG00000164983,157378,8,125324231,125384933,3228,60703,0.053176943
ENSG00000183665,55039,8,125463048,125474391,2215,11344,0.195257405
ENSG00000170881,11236,8,125486979,125500155,2700,13177,0.204902482
ENSG00000147687,83940,8,125500726,125551699,1867,50974,0.036626515
ENSG00000235531,100132891,8,72740402,73030628,1761,290227,0.006067664
ENSG00000178860,9242,8,72753784,72756703,2023,2920,0.692808219
ENSG00000104321,8989,8,72932152,72987852,5330,55701,0.095689485
ENSG00000182674,9312,8,73449626,73850584,3582,400959,0.008933582
ENSG00000147601,7013,8,73921099,73960357,3403,39259,0.086680761
ENSG00000147684,4715,8,125551344,125580751,1900,29408,0.06460827
ENSG00000164764,157869,8,73976775,74036323,3801,59549,0.063829787
ENSG00000170873,9788,8,125563031,125740730,5497,177700,0.030934159
ENSG00000147604,6129,8,74202506,74208024,2591,5519,0.469469107
ENSG00000121039,157506,8,74206847,74237516,4171,30670,0.135996087
ENSG00000180938,137209,8,125985540,125991631,3275,6092,0.537590282
ENSG00000104549,6713,8,126010739,126034525,3210,23787,0.13494766
ENSG00000040341,27067,8,74332604,74659943,8303,327340,0.025365064
ENSG00000164961,9897,8,126036502,126104082,4187,67581,0.061955283
ENSG00000104343,55284,8,74692332,74791145,8882,98814,0.089886049
ENSG00000156831,286053,8,126103921,126379362,1648,275442,0.005983111
ENSG00000173334,10221,8,126442563,126450647,3910,8085,0.483611626
ENSG00000168672,157638,8,127564687,127570638,5404,5952,0.907930108
ENSG00000212993,5462,8,128426535,128432311,5357,5777,0.927297905
ENSG00000154582,6921,8,74851404,74884522,4934,33119,0.148977928
ENSG00000136997,4609,8,128747680,128753674,2995,5995,0.499582986
ENSG00000147697,56169,8,130760442,130799134,2714,38693,0.070141886
ENSG00000175606,54968,8,74884672,74895018,2034,10347,0.196578718
ENSG00000153310,51571,8,130851839,131029375,5014,177537,0.028242
ENSG00000154589,23643,8,74903587,74941322,607,37736,0.016085436
ENSG00000104369,56704,8,75146935,75233563,4378,86629,0.050537349
ENSG00000104381,54332,8,75233365,75401107,3666,167743,0.021854861
ENSG00000153317,50807,8,131064353,131455906,6734,391554,0.017198139
ENSG00000254349,,8,75512010,75735548,2373,223539,0.010615597
ENSG00000137558,51050,8,75736772,75767264,7156,30493,0.234676811
ENSG00000121005,83690,8,75896750,75946793,4543,50044,0.090780114
ENSG00000164749,3174,8,76320149,76479078,4456,158930,0.028037501
ENSG00000155897,114,8,131792547,132054672,5961,262126,0.022740972
ENSG00000091656,79776,8,77593454,77779521,14431,186068,0.077557667
ENSG00000132294,23167,8,132916335,133025889,5856,109555,0.053452604
ENSG00000253117,729330,8,133036467,133071627,1782,35161,0.050681152
ENSG00000132297,10086,8,133073733,133123406,5005,49674,0.100756935
ENSG00000164751,5828,8,77892494,77913280,4587,20787,0.220666763
ENSG00000171033,5569,8,79428374,79517502,4216,89129,0.047302225
ENSG00000104427,51101,8,79578282,79632000,3470,53719,0.064595395
ENSG00000104432,3574,8,79587978,79717758,2145,129781,0.016527843
ENSG00000104435,11075,8,80523049,80578410,2362,55362,0.042664644
ENSG00000184156,3786,8,133133108,133493200,11503,360093,0.031944525
ENSG00000129295,23639,8,133584320,133687838,1994,103519,0.019262164
ENSG00000164683,23462,8,80676245,80680098,2756,3854,0.715101194
ENSG00000165071,137835,8,133697253,133772958,2619,75706,0.034594352
ENSG00000147586,28957,8,80830952,80942524,1817,111573,0.016285302
ENSG00000129292,51105,8,133787618,133861052,7648,73435,0.104146524
ENSG00000076554,7163,8,80870571,81143467,5232,272897,0.019172069
ENSG00000042832,7038,8,133879203,134147147,8863,267945,0.033077684
ENSG00000205189,65986,8,81397854,81438500,10216,40647,0.251334662
ENSG00000164684,619279,8,81540686,81787016,14508,246331,0.058896363
ENSG00000076641,55824,8,81880045,82024303,10744,144259,0.074477156
ENSG00000164687,2171,8,82192598,82197012,1298,4415,0.293997735
ENSG00000155926,6503,8,134048973,134115298,4189,66326,0.063157736
ENSG00000147588,5375,8,82352561,82359758,3608,7198,0.501250347
ENSG00000205186,646480,8,82370576,82373814,497,3239,0.153442421
ENSG00000170323,2167,8,82390654,82395498,941,4845,0.194220846
ENSG00000197416,646486,8,82437216,82443613,551,6398,0.086120663
ENSG00000104415,8840,8,134203282,134242587,3844,39306,0.097796774
ENSG00000133731,3612,8,82570196,82598928,3088,28733,0.107472244
ENSG00000104419,10397,8,134249414,134314265,4557,64852,0.070267686
ENSG00000253598,347051,8,82605842,82608409,2568,2568,1
ENSG00000104231,79752,8,82613569,82645138,2444,31570,0.077415268
ENSG00000164695,92421,8,82644669,82671750,1866,27082,0.068901854
ENSG00000104497,64089,8,82711816,82755101,3930,43286,0.09079148
ENSG00000008513,6482,8,134467091,134584183,7380,117093,0.063026825
ENSG00000184672,138046,8,85095022,85834079,3736,739058,0.005055084
ENSG00000066827,57623,8,135490031,135725292,5115,235262,0.021741718
ENSG00000133739,85444,8,86019382,86058311,4746,38930,0.121911123
ENSG00000133740,1875,8,86089460,86129387,2109,39928,0.052820076
ENSG00000131773,10656,8,136469700,136668965,2438,199266,0.012234902
ENSG00000147724,51059,8,139142266,139509065,7550,366800,0.020583424
ENSG00000169436,169044,8,139600478,139926249,6792,325772,0.020848937
ENSG00000169427,51305,8,140613081,140715299,1555,102219,0.015212436
ENSG00000167632,83696,8,140742586,141468678,4598,726093,0.006332522
ENSG00000104472,54108,8,141521397,141527236,3226,5840,0.55239726
ENSG00000170122,2298,9,116237,118417,2181,2181,1
ENSG00000171448,57684,9,125677845,125693779,4645,15935,0.291496705
ENSG00000011454,23637,9,125703112,125867145,5332,164034,0.032505456
ENSG00000011454,23637,9,125703112,125867145,5332,164034,0.032505456
ENSG00000172785,644019,9,121041,188979,4168,67939,0.061349151
ENSG00000172785,445571,9,121041,188979,4168,67939,0.061349151
ENSG00000172785,220869,9,121041,188979,4168,67939,0.061349151
ENSG00000172785,150472,9,121041,188979,4168,67939,0.061349151
ENSG00000172785,55871,9,121041,188979,4168,67939,0.061349151
ENSG00000165209,55342,9,125871779,126030855,6979,159077,0.043871836
ENSG00000183784,157983,9,213108,215893,2786,2786,1
ENSG00000148204,286204,9,126118449,126142603,5877,24155,0.243303664
ENSG00000107099,81704,9,214854,465259,8379,250406,0.033461658
ENSG00000119522,57706,9,126141933,126692431,8316,550499,0.015106294
ENSG00000106689,9355,9,126763949,126795580,2655,31632,0.083933991
ENSG00000107104,23189,9,470291,746105,6631,275815,0.024041477
ENSG00000119408,10783,9,127019885,127115586,4419,95702,0.046174584
ENSG00000137090,1761,9,841690,969090,2463,127401,0.019332658
ENSG00000064218,58524,9,976964,991731,2387,14768,0.161633261
ENSG00000136930,5695,9,127115745,127177723,1470,61979,0.023717711
ENSG00000173253,10655,9,1050354,1057552,2925,7199,0.406306431
ENSG00000180264,,9,127213423,127239379,2892,25957,0.111415033
ENSG00000136931,2516,9,127243516,127269709,3421,26194,0.130602428
ENSG00000148200,2649,9,127279554,127533589,7124,254036,0.028043269
ENSG00000185585,169611,9,127539437,127577164,6746,37728,0.178806192
ENSG00000136918,401551,9,127615755,127620160,1252,4406,0.284157966
