Drug_bank,MGI_essential,Haploinsufficient,highPhi,highPLI_Exac,highShet_Cassa,MissenseZ_Samocha,Autosomal_dominant,OMIM_diseasegenes,TF,high_EDS,Olfactory,Clinvar,GWAS_nearest,Universe,eQTL_deficient,Genes_withSNPs_r01_100kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_10kb,Genes_withSNPs_all_SNPs_10kb
,10848,,,10869,23243,,,27185,,51703,,5684,5966,2581,,387758,55365,728393,3015,112812,10332,84134,27179
,10863,,,10890,23248,,,27232,,51704,,5692,5971,2582,,113278,201232,728379,4656,54998,440836,1412,100506888
,10875,,,10891,23253,,,27235,,51706,,5696,5972,2583,,5645,404552,728373,84817,100303755,282969,51693,196472
,10891,,,10892,23261,,,27247,,51725,,5698,5973,2584,,5644,340146,728369,201232,115196,5950,5367,89858
,10905,,,10900,23269,,,27249,,51733,,5701,5977,2585,,6276,8772,83942,81932,1145,6496,6291,79134
,10908,,,10905,23271,,,27286,,51759,,5702,5978,2587,,161931,64693,283871,91289,2275,54784,2919,403339
,10913,,,10910,23276,,,27329,,51762,,5709,5979,2588,,5551,140880,1490,1490,1375,79763,23625,5986
,10919,,,10914,23291,,,27429,,51804,,5718,5980,2589,,2706,132112,126823,286887,127845,1174,388551,165721
,10920,,,10915,23314,,,28234,,53335,,5723,5987,2590,,6752,100131378,64130,6280,2671,55786,346606,388564
,10933,,,10916,23332,,,28514,,53353,,5727,5988,2591,,2999,27304,8740,220213,4157,51287,115273,158062
,10938,,,10921,23335,,,28962,,53354,,5728,5991,2592,,1672,284023,729759,93100,4501,51119,6232,256297
,10939,,,10926,23347,,,28976,,53822,,5740,5995,2593,,8115,5267,81399,9421,100288797,653437,348303,57215
,10959,,,10927,23350,,,28982,,53826,,5741,6000,2595,,100133251,654231,26683,2814,29099,5462,115761,2204
,10971,,,10943,23352,,,29071,,53826,,5744,6001,2596,,100131608,284451,81543,6205,5609,7054,51440,11251
,10972,,,10946,23360,,,29078,,54106,,5745,6002,2597,,79412,2734,6725,3767,79094,54869,151449,1775
,10979,,,10951,23361,,,29123,,54112,,5746,6004,2615,,100142659,51264,124093,283871,645432,10265,5100,161198
,10980,,,10963,23367,,,29760,,54206,,5753,6005,2617,,100128553,64108,647286,4247,389119,6289,3589,83451
,10987,,,10978,23369,,,29843,,54207,,5780,6006,2618,,643854,5720,57105,10209,64425,142680,120066,6406
,10988,,,10979,23383,,,29851,,54329,,5781,6014,2619,,29107,9002,3642,100191040,90313,29114,219986,100310846
,10999,,,10982,23385,,,29893,,54407,,5784,6016,2620,,56927,56903,168620,2169,2300,2056,26245,340393
,11005,,,10987,23387,,,29899,,54437,,5787,6035,2621,,2520,6205,359787,1270,28958,11000,254973,55766
,11019,,,10988,23389,,,29914,,54492,,5788,6037,2622,,3605,441581,59351,353514,94274,150379,84069,347734
,11023,,,10992,23390,,,29929,,54498,,5789,6038,2623,,2529,389123,283629,5005,160065,114932,387856,79102
,11047,,,11011,23394,,,29954,,54504,,5792,6041,2624,,8324,388581,389332,340146,124044,2220,64598,5005
,11073,,,11016,23399,,,29958,,54510,,5793,6046,2625,,1059,63973,30851,3355,871,6234,4991,6496
,11078,,,11021,23403,,,29968,,54536,,5795,6048,2626,,147808,58157,7314,116842,344,1215,147138,128344
,11101,,,11043,23405,,,29978,,54538,,5797,6049,2627,,116534,4250,126014,93650,93611,64788,1113,116986
,11113,,,11047,23411,,,30008,,54549,,5799,6051,2628,,170370,429,404552,6181,7026,143379,5600,345079
,11124,,,11051,23413,,,30009,,54566,,5800,6091,2629,,1366,929,3887,54905,84330,56265,9421,153571
,11127,,,11052,23414,,,30061,,54567,,5801,6092,2631,,84247,7071,10265,3265,353133,54108,84769,4062
,11143,,,11059,23415,,,50484,,54587,,5805,6095,2632,,6368,54905,401115,100128927,1419,12,2707,997
,11155,,,11060,23416,,,50485,,54602,,5813,6096,2633,,388799,51537,100130311,118487,150483,414325,22822,4828
,11167,,,11063,23435,,,50506,,54665,,5818,6098,2634,,140809,100288797,55194,6838,1174,55894,54836,163778
,11168,,,11069,23446,,,50511,,54674,,5824,6117,2635,,401498,389151,374897,118442,55011,10394,219348,6795
,11171,,,11073,23451,,,50615,,54704,,5825,6120,2636,,23625,84522,286887,390443,5192,7541,390199,53917
,11218,,,11075,23462,,,50617,,54756,,5826,6121,2637,,1745,148304,148304,8557,255374,113189,283365,654231
,11235,,,11079,23463,,,50674,,54796,,5828,6122,2638,,5623,126823,135927,56269,126767,645432,219965,348180
,11331,,,11083,23468,,,50814,,54812,,5830,6123,2639,,285679,148170,91978,100142659,55052,4061,10965,83590
,22807,,,11091,23469,,,50937,,54854,,5831,6128,2641,,51264,116844,201232,100128553,5645,5345,115992,974
,22821,,,11100,23476,,,50939,,54861,,5832,6134,2642,,118881,146325,319,643854,5644,116236,388,6903
,22823,,,11113,23480,,,50940,,54873,,5836,6138,2643,,161753,116986,389320,11065,92305,389813,121391,29107
,22853,,,11122,23493,,,50943,,54894,,5837,6141,2644,,100129216,5367,10023,5453,25823,203190,400668,516
,22920,,,11124,23499,,,50945,,54897,,5859,6150,2645,,644414,7538,91319,159296,79447,340024,84432,196410
,22943,,,11127,23509,,,51004,,54899,,5860,6184,2646,,912,6406,3239,81623,29948,11006,54461,54732
,22976,,,11129,23512,,,51010,,54900,,5862,6185,2647,,116,100289462,115265,10272,53345,9293,5192,10589
,22999,,,11140,23515,,,51057,,54910,,5872,6187,2648,,2835,1673,2999,3933,10376,64499,8741,1237
,23002,,,11141,23522,,,51062,,54941,,5873,6195,2649,,143282,386653,6727,80346,127343,390205,915,9040
,23013,,,11143,23527,,,51067,,54947,,5876,6201,2650,,653604,728441,644591,913,410,396,84522,64207
,23020,,,11151,23528,,,51079,,54976,,5879,6203,2651,,333932,8698,84247,55228,56914,23237,2204,8402
,23022,,,11152,23529,,,51082,,55022,,5880,6205,2652,,126961,611,143282,2520,5551,11085,57418,83638
,23025,,,11159,23543,,,51083,,55040,,5881,6210,2653,,653604,5535,286380,116540,5763,29094,29948,388015
,23028,,,11167,23551,,,51091,,55068,,5885,6224,2657,,333932,161253,1775,23547,10265,414332,388581,81623
,23038,,,11168,23560,,,51099,,55079,,5888,6227,2658,,126961,3738,29946,29796,25907,89887,84967,79924
,23047,,,11174,23564,,,51103,,55084,,5889,6231,2660,,91289,84225,728929,6182,8733,1146,22809,10655
,23054,,,11176,23566,,,51114,,55089,,5890,6239,2661,,181,117166,728386,643338,84722,63874,3882,155382
,23077,,,11177,23592,,,51119,,55119,,5892,6240,2662,,8815,116,6576,6795,7380,84517,5650,116224
,23085,,,11183,23598,,,51124,,55124,,5893,6249,2664,,123103,250,646643,84769,9362,126669,339366,1548
,23089,,,11184,23603,,,51128,,55135,,5894,6258,2665,,80772,653604,6656,5032,3050,10804,332,127281
,23090,,,11198,23608,,,51135,,55137,,5896,6259,2668,,8741,333932,140823,56413,348,1747,64782,8698
,23095,,,11216,23612,,,51151,,55139,,5897,6261,2669,,84232,126961,6139,5028,255043,6750,8637,116448
,23114,,,11235,23613,,,51168,,55144,,5898,6263,2670,,171177,127707,219,64711,54923,83854,56666,79927
,23118,,,11254,23633,,,51172,,55163,,5903,6272,2671,,389320,56033,3002,283377,90507,113730,5345,127943
,23129,,,11260,23636,,,51185,,55182,,5913,6273,2672,,84206,642968,8772,1672,56731,148304,90120,10332
,23132,,,11273,23637,,,51196,,55188,,5915,6280,2673,,3215,260434,126549,389119,116224,3218,282969,90120
,23135,,,11275,23641,,,51199,,55203,,5917,6281,2674,,3420,29844,282618,55365,81693,7069,5950,5739
,23154,,,11276,23647,,,51206,,55205,,5921,6282,2675,,146861,6656,6205,4902,64064,90557,4160,6133
,23161,,,11278,23648,,,51293,,55220,,5922,6283,2676,,22943,552889,79501,7069,55049,58189,140459,5032
,23162,,,11313,23704,,,51305,,55224,,5925,6285,2677,,127670,219833,5535,5366,151636,23612,23620,7252
,23169,,,11315,23705,,,51314,,55236,,5926,6288,2678,,2637,646960,30835,51016,333926,222229,4323,10736
,23175,,,11325,23708,,,51343,,55237,,5927,6291,2683,,22845,389332,468,6288,1548,4609,128344,400629
,23191,,,11338,23710,,,51360,,55277,,5932,6299,2686,,2173,115861,51264,56993,1549,26525,3446,653437
,23203,,,11346,23741,,,51371,,55286,,5949,6304,2687,,338328,389320,5100,5986,187,388585,400831,646643
,23210,,,22794,23760,,,51422,,55314,,5950,6307,2688,,54958,56944,4250,79924,346,126549,388531,84769
,23236,,,22806,23767,,,51475,,55323,,5954,6310,2689,,5545,388333,58157,120237,54860,83758,114902,359787
,23244,,,22807,23768,,,51524,,55326,,5956,6311,2690,,415116,148003,1417,3234,346,399474,83552,136242
,23275,,,22820,23770,,,51594,,55327,,5959,6314,2691,,10209,5100,89887,1437,344,9464,65122,26281
,23295,,,22823,23787,,,51684,,55337,,5961,6320,2692,,160065,23625,90135,9144,124912,2658,56914,100049587
,23300,,,22828,24140,,,51715,,55361,,5962,6323,2693,,643866,57402,149563,3350,255022,8971,6133,8192
,23304,,,22834,24146,,,51733,,55361,,5965,6326,2694,,100191040,51287,3767,5216,1164,1178,148170,728358
,23309,,,22839,25802,,,51741,,55363,,5966,6331,2695,,81543,341405,116534,1812,552889,10773,729458,1667
,23314,,,22841,25820,,,51778,,55366,,5970,6336,2696,,6217,924,8115,90135,27063,339230,125997,284451
,23316,,,22843,25825,,,51807,,55432,,5971,6343,2697,,11041,2907,348180,2877,1175,50805,114902,51224
,23322,,,22848,25830,,,53904,,55450,,5972,6347,2700,,55009,161753,27338,55651,29893,7295,83552,729627
,23334,,,22849,25831,,,54084,,55503,,5973,6354,2701,,122416,728386,4056,6545,9536,51286,1188,219770
,23345,,,22853,25836,,,54101,,55512,,5977,6355,2702,,533,728419,6838,161931,53822,84153,6373,5320
,23347,,,22856,25852,,,54205,,55515,,5978,6357,2703,,284451,728405,929,354,85365,84817,2056,3890
,23352,,,22862,25865,,,54209,,55534,,5979,6360,2705,,100131378,728400,2874,5047,2197,100423062,5535,8772
,23385,,,22864,25873,,,54332,,55568,,5980,6361,2706,,2814,728393,100131390,84890,2297,1145,4656,84984
,23394,,,22866,25904,,,54344,,55591,,5991,6362,2707,,11035,728379,284366,2116,567,610,4081,100169851
,23396,,,22870,25921,,,54361,,55607,,5993,6364,2709,,5650,728373,219833,83707,57030,915,9935,373863
,23405,,,22874,25925,,,54414,,55619,,5994,6366,2710,,27076,728369,333929,128821,341405,30835,440695,8741
,23411,,,22877,25937,,,54453,,55630,,5995,6367,2712,,55138,728419,8818,22845,29094,126520,1215,79501
,23414,,,22878,25942,,,54499,,55636,,5997,6369,2717,,3886,728405,84681,54360,81472,219348,6137,79465
,23418,,,22880,25948,,,54507,,55644,,6000,6370,2719,,9935,728400,116541,63974,161753,219995,126259,10
,23429,,,22884,25957,,,54704,,55650,,6005,6372,2720,,5100,728393,6431,1647,51258,389320,126017,3816
,23435,,,22887,25973,,,54714,,55652,,6006,6374,2729,,4617,728379,388581,4584,7177,27181,112802,1188
,23440,,,22890,25988,,,54716,,55679,,6007,6376,2730,,90204,728373,59274,54958,5655,8646,723790,10591
,23451,,,22893,25999,,,54757,,55700,,6009,6382,2731,,3235,728369,3881,283629,389549,682,8337,6610
,23463,,,22902,26000,,,54795,,55701,,6010,6387,2733,,148014,728419,2981,3881,8740,1270,100128569,199746
,23473,,,22907,26009,,,54805,,55704,,6011,6392,2734,,56903,728405,283377,1933,51673,66002,201243,408263
,23476,,,22911,26011,,,54806,,55714,,6016,6398,2735,,54461,728400,100506888,10265,84634,3903,203190,23237
,23481,,,22919,26019,,,54808,,55729,,6017,6400,2736,,8687,728393,8535,8326,79228,94274,6737,84634
,23493,,,22929,26037,,,54820,,55742,,6041,6402,2737,,1748,728379,1270,1775,23170,54033,200909,56931
,23499,,,22931,26038,,,54840,,55785,,6049,6403,2738,,256297,728373,3151,100288520,127703,7471,2850,54
,23509,,,22936,26039,,,54862,,55790,,6091,6405,2739,,23462,728369,3215,94027,50489,9074,90353,339123
,23512,,,22938,26043,,,54880,,55800,,6092,6421,2740,,391004,100287327,65122,6610,120071,143244,54033,1622
,23513,,,22941,26045,,,54888,,55806,,6093,6422,2741,,112970,359787,441871,6368,4597,390999,388381,403314
,23515,,,22948,26049,,,54903,,55809,,6094,6425,2742,,3651,3880,84769,138307,64108,50616,340260,8484
,23522,,,22974,26051,,,54928,,55816,,6095,6428,2743,,155382,79918,7071,5645,117854,9143,51499,8115
,23523,,,22976,26057,,,54938,,55824,,6096,6434,2744,,55365,3605,161753,5644,23612,9437,79334,5753
,23557,,,22982,26058,,,54949,,55843,,6098,6441,2745,,3883,8928,91442,6139,1584,338707,81061,6142
,23576,,,22983,26088,,,54968,,55843,,6100,6444,2746,,51301,345,401565,147040,3887,29085,29114,134391
,23586,,,22985,26097,,,54977,,55861,,6101,6445,2747,,3860,92305,3738,91603,283248,1370,197257,374897
,23592,,,22992,26099,,,54982,,55872,,6102,6447,2752,,79948,84681,100133093,100129216,56033,388551,1907,84522
,23598,,,22997,26108,,,55005,,55885,,6103,6453,2760,,245911,2532,644054,644414,3779,2785,8744,3312
,23621,,,22998,26115,,,55033,,55890,,6121,6455,2762,,344892,8740,643161,414325,90576,29952,398,148014
,23635,,,23001,26121,,,55036,,55917,,6125,6456,2764,,5996,58191,6171,55894,10139,5553,79792,342933
,23636,,,23002,26122,,,55084,,55937,,6128,6457,2765,,55766,30851,3605,10101,9314,3816,283,381
,23648,,,23005,26130,,,55120,,55970,,6134,6462,2766,,5544,374897,64693,6132,6122,11041,2706,400831
,23654,,,23008,26135,,,55129,,56034,,6135,6464,2767,,741,7167,653604,5997,210,55079,11085,9287
,23760,,,23012,26137,,,55131,,56256,,6137,6469,2768,,646480,541565,333932,389152,338879,10472,1504,1152
,23767,,,23013,26145,,,55135,,56259,,6138,6472,2769,,376132,115265,126961,387263,5346,6590,150223,389152
,23768,,,23014,26147,,,55145,,56261,,6144,6480,2770,,3885,162699,2532,3491,84769,5551,6233,1178
,23770,,,23019,26168,,,55149,,56479,,6150,6482,2771,,8214,2999,55644,79713,2953,10382,79072,401498
,23774,,,23020,26190,,,55157,,56521,,6154,6484,2773,,64096,24147,84225,51301,125115,5028,26232,1059
,25776,,,23024,26205,,,55163,,56603,,6155,6487,2774,,5957,8687,90070,6427,343,200810,7134,64711
,25803,,,23025,26207,,,55212,,56660,,6165,6492,2775,,7314,3002,5434,143282,112398,653427,64063,27439
,25804,,,23026,26234,,,55215,,56704,,6173,6493,2776,,7832,441871,6141,5409,51255,151449,340359,117194
,25828,,,23028,26269,,,55217,,56751,,6192,6494,2778,,6271,2658,113189,2950,10209,121642,2709,113278
,25831,,,23030,26280,,,55343,,56832,,6197,6495,2779,,100128927,84262,79102,23237,5319,162966,2790,9421
,25836,,,23031,26281,,,55505,,56834,,6201,6496,2780,,30835,6844,79444,8744,22846,6903,51119,6209
,25842,,,23032,26292,,,55532,,56853,,6204,6497,2781,,10850,51734,51477,79413,6838,8326,80023,55303
,25865,,,23034,26298,,,55572,,56890,,6218,6498,2782,,100128731,100303755,6129,57817,85360,117159,79465,3218
,25909,,,23036,26468,,,55605,,56896,,6223,6499,2783,,410,29946,134391,2188,1187,140731,27239,285429
,25913,,,23037,26472,,,55612,,56911,,6224,6502,2784,,84560,353133,29844,3854,259249,1116,3767,84314
,25914,,,23038,26512,,,55624,,56917,,6228,6506,2785,,100310846,10648,402381,2056,3083,79981,2207,79713
,25920,,,23039,26520,,,55630,,56935,,6229,6512,2786,,65121,285093,3420,11337,4794,645811,9144,113655
,25928,,,23040,26523,,,55636,,56936,,6231,6513,2787,,3202,340393,1474,26519,343472,2859,170825,4824
,25930,,,23041,26528,,,55640,,56940,,6232,6514,2788,,54742,283870,9435,153745,3817,653598,9349,2056
,25937,,,23043,26529,,,55650,,56940,,6234,6517,2790,,64207,8115,29920,3202,65258,653505,51299,83707
,25942,,,23046,26539,,,55651,,56944,,6235,6521,2791,,64598,6363,10655,8688,131616,125115,7728,23283
,25946,,,23047,26585,,,55670,,56948,,6247,6523,2792,,387263,3215,116986,55049,521,30833,64403,80162
,25970,,,23049,26716,,,55687,,56957,,6253,6536,2793,,150223,2874,10472,2532,533,83547,337966,2021
,25976,,,23053,26960,,,55703,,56963,,6256,6539,2794,,79918,171177,254439,100130311,147650,6169,100129669,10462
,25988,,,23054,26986,,,55717,,56977,,6261,6540,2796,,51236,6407,79003,2173,5650,126206,6038,24147
,26005,,,23057,26999,,,55737,,56978,,6262,6546,2797,,6844,682,29796,59274,149708,80346,9437,26952
,26011,,,23060,27020,,,55750,,56990,,6288,6547,2798,,335,55644,3858,64096,199720,84839,375704,7122
,26018,,,23070,27023,,,55755,,56999,,6295,6549,2799,,5224,10265,3651,84681,2290,388722,100289462,2208
,26019,,,23071,27043,,,55764,,57010,,6297,6550,2800,,4860,27037,284023,3738,283576,148867,1673,146325
,26035,,,23072,27044,,,55775,,57060,,6299,6558,2801,,134391,5901,9013,6278,1958,81844,399474,30851
,26046,,,23074,27074,,,55800,,57084,,6301,6560,2802,,143501,1366,7167,389320,94059,84639,3222,644100
,26057,,,23077,27095,,,55806,,57097,,6305,6564,2803,,100303755,91319,340359,5720,6348,6129,5008,2619
,26058,,,23082,27097,,,55812,,57106,,6307,6565,2804,,56287,2304,27304,390664,2299,388,56269,259286
,26092,,,23090,27101,,,55835,,57124,,6309,6568,2805,,390205,284366,1073,116224,124976,84078,8971,6205
,26115,,,23091,27112,,,55851,,57134,,6310,6569,2806,,63973,92086,8326,51647,441864,6610,7541,396
,26121,,,23092,27123,,,55858,,57158,,6311,6573,2810,,23237,84247,117579,390259,143244,5119,162966,90507
,26137,,,23094,27125,,,55869,,57161,,6314,6575,2811,,6426,8535,79177,90507,1299,27037,6752,197320
,26153,,,23095,27129,,,55967,,57162,,6323,6576,2812,,6141,100505591,285093,100507050,613212,4153,113746,80772
,26154,,,23096,27153,,,55975,,57167,,6324,6579,2813,,6362,126549,58191,26472,5304,210,55786,126669
,26160,,,23097,27161,,,56052,,57178,,6326,6580,2814,,100128569,3234,94027,55766,6347,84314,63874,4153
,26173,,,23105,27198,,,56172,,57198,,6327,6581,2815,,260429,90507,221416,84520,5702,5148,1646,147807
,26227,,,23108,27238,,,56246,,57216,,6328,6582,2817,,146325,138065,153572,3605,54507,8510,3265,400668
,26234,,,23109,27243,,,56262,,57222,,6329,6583,2819,,283629,730130,162699,25876,911,388115,91662,401097
,26259,,,23112,27245,,,56301,,57282,,6330,6584,2820,,8929,30835,8666,694,79856,100288520,135927,390443
,26271,,,23113,27253,,,56603,,57326,,6331,6586,2821,,6143,678,79006,100130827,341277,27129,113457,100128927
,26277,,,23114,27257,,,56606,,57381,,6332,6597,2822,,4056,408263,26277,51693,504180,1917,7278,122704
,26354,,,23118,27289,,,56616,,57415,,6334,6598,2823,,8772,56891,100289462,8899,245908,100287327,143379,3854
,26468,,,23119,27290,,,56853,,57419,,6335,6604,2824,,27129,3578,1673,284018,10462,100287364,50964,5630
,26503,,,23122,27301,,,56916,,57447,,6336,6605,2825,,346606,54512,3589,50855,2939,8612,201232,79744
,26512,,,23125,27302,,,56922,,57452,,6340,6614,2826,,10528,6375,100191040,10871,2938,84681,5148,387914
,26524,,,23126,27309,,,56945,,57453,,6341,6615,2827,,7541,3270,7066,55170,256297,5003,2859,283229
,26528,,,23129,27314,,,56975,,57463,,6342,6621,2828,,115265,283629,6752,6233,3237,260429,100131390,382
,26574,,,23130,27316,,,57010,,57464,,6345,6622,2829,,9074,410,5473,909,666,7980,60626,29952
,26585,,,23131,27324,,,57017,,57467,,6347,6626,2830,,161291,348180,6844,84734,30851,56287,3889,79228
,26960,,,23132,27327,,,57038,,57468,,6352,6633,2831,,100188893,3543,284257,343071,388551,326,85013,3239
,26973,,,23133,27328,,,57057,,57471,,6383,6638,2832,,83446,64207,8993,1073,245928,8689,126353,8993
,27005,,,23135,27334,,,57094,,57475,,6389,6640,2833,,24147,10655,64063,10280,7280,51218,286753,147040
,27022,,,23137,27336,,,57096,,57478,,6390,6641,2834,,3578,388564,332,8637,100287171,80347,12,284114
,27023,,,23140,27338,,,57104,,57482,,6391,6649,2835,,343071,138162,100287327,89882,29946,6123,2847,126382
,27031,,,23143,27339,,,57107,,57504,,6392,6650,2837,,84330,6278,6285,132112,10430,5008,6609,148252
,27032,,,23144,27345,,,57142,,57507,,6399,6653,2838,,,,,,,,,
,27085,,,23149,27347,,,57152,,57509,,6401,6654,2840,,,,,,,,,
,27086,,,23151,27348,,,57167,,57512,,6402,6655,2841,,,,,,,,,
,27125,,,23152,27445,,,57192,,57513,,6403,6660,2842,,,,,,,,,
,27130,,,23154,28514,,,57216,,57514,,6414,6662,2843,,,,,,,,,
,27148,,,23160,28951,,,57338,,57519,,6418,6664,2844,,,,,,,,,
,27152,,,23161,28955,,,57379,,57522,,6419,6667,2845,,,,,,,,,
,27161,,,23162,28964,,,57449,,57523,,6424,6670,2846,,,,,,,,,
,27164,,,23165,28969,,,57465,,57528,,6434,6671,2847,,,,,,,,,
,27165,,,23168,28985,,,57477,,57530,,6439,6676,2848,,,,,,,,,
,27230,,,23174,28996,,,57492,,57538,,6440,6683,2849,,,,,,,,,
,27295,,,23179,29035,,,57498,,57549,,6442,6688,2850,,,,,,,,,
,27302,,,23185,29066,,,57502,,57554,,6443,6689,2852,,,,,,,,,
,27339,,,23186,29068,,,57505,,57555,,6444,6690,2853,,,,,,,,,
,27342,,,23190,29071,,,57511,,57556,,6445,6691,2854,,,,,,,,,
,27343,,,23191,29078,,,57514,,57565,,6447,6692,2856,,,,,,,,,
,27443,,,23192,29107,,,57526,,57568,,6448,6695,2857,,,,,,,,,
,28514,,,23193,29123,,,57534,,57571,,6451,6696,2859,,,,,,,,,
,28956,,,23195,29799,,,57539,,57575,,6452,6708,2861,,,,,,,,,
,28964,,,23196,29801,,,57545,,57580,,6453,6710,2862,,,,,,,,,
,28982,,,23197,29803,,,57560,,57584,,6456,6711,2863,,,,,,,,,
,28988,,,23198,29842,,,57572,,57600,,6468,6716,2864,,,,,,,,,
,29071,,,23200,29882,,,57578,,57616,,6469,6718,2865,,,,,,,,,
,29072,,,23201,29883,,,57609,,57620,,6473,6721,2866,,,,,,,,,
,29104,,,23211,29888,,,57611,,57624,,6476,6726,2867,,,,,,,,,
,29110,,,23214,29890,,,57623,,57630,,6487,6733,2868,,,,,,,,,
,29123,,,23215,29923,,,57654,,57633,,6491,6745,2869,,,,,,,,,
,29127,,,23219,29927,,,57697,,57636,,6492,6747,2870,,,,,,,,,
,29128,,,23228,29934,,,57716,,57644,,6495,6752,2872,,,,,,,,,
,29775,,,23229,29942,,,57728,,57673,,6496,6760,2873,,,,,,,,,
,29842,,,23235,29959,,,57798,,57678,,6497,6764,2874,,,,,,,,,
,29843,,,23236,29965,,,57817,,57685,,6499,6769,2875,,,,,,,,,
